sample_id,fold,pdl_true,pdl_hat,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104,z_105,z_106,z_107,z_108,z_109,z_110,z_111,z_112,z_113,z_114,z_115,z_116,z_117,z_118,z_119,z_120,z_121,z_122,z_123,z_124,z_125,z_126,z_127
340,0,0.87932795,0.15055512,-0.46864176,0.33298212,-7.2486753,-7.415896,-5.3522205,-2.5682561,7.1567154,0.5835764,-6.9850435,-3.3073695,4.543213,6.3450584,4.891705,-0.22512099,2.9587028,-4.375639,3.6857376,5.086934,2.323532,5.195459,-1.4856322,-5.7041264,-0.202163,-0.21932364,2.6119058,-3.1388125,-9.172664,-1.5215985,-2.090349,0.88751626,1.4391948,-3.5216088,3.1312554,-7.986644,5.9561334,7.200557,3.3321939,2.6667078,-5.28049,-4.7675962,-1.772003,4.54997,-2.1527967,-0.015861373,2.3604715,-5.1761856,-3.1143553,-0.10116554,-1.8732302,-7.257052,1.2969623,-0.64502066,4.643381,-0.9520559,8.27132,-0.09430309,-5.0740047,-4.175061,2.5603142,8.536752,3.3161802,-6.4396977,8.286938,-7.137597,6.8612523,-7.0856924,6.3716793,-1.8699042,-0.8272516,2.7260559,5.81424,-2.2091618,-2.5666056,-3.4618194,2.9611382,2.1654565,4.2723165,-1.3929963,1.2963319,2.459914,-0.5086076,10.25722,-2.1113133,-0.9436206,0.9207815,-2.087535,4.276149,3.4061227,-4.829503,-1.5389535,2.9688125,1.9244747,-1.8611038,-2.6390765,-5.2801933,0.44792682,-6.7300878,2.7388303,-0.20023593,-5.229269,-0.33377934,-3.3654447,-3.4025533,0.21360594,2.4805675,-0.22011472,-5.3119974,5.3927836,5.3593173,4.790078,-5.8421655,-3.8342638,-5.087059,9.861888,-2.9666388,2.1625636,-9.573142,-2.156308,-4.860674,-4.4651136,-7.487835,-4.198416,1.5352455,3.640951,-1.2666895,-5.1637526,-5.062907,-3.0485718
343,0,0.91526663,0.17525327,0.7795534,0.073186025,-8.570012,-7.3606267,-4.1179953,-2.7818873,6.894206,2.0256674,-7.14853,-2.876953,3.130046,5.2339725,3.3952248,-0.43193653,3.6753025,-4.9260244,4.4965353,5.2405725,2.457311,5.0964227,-1.6712711,-5.480459,0.02759132,-0.6086965,1.8696787,-2.9203444,-8.854745,-1.8206257,-1.7309328,1.0185007,0.52904034,-3.2212436,2.3001938,-6.946839,5.674159,7.260628,3.0210266,1.8541449,-4.2124906,-5.135515,-2.6226394,4.897091,-1.9496075,0.26099932,2.9000833,-5.272805,-2.3360138,0.12983784,-1.662171,-6.8576236,1.6439564,-1.2206731,5.2326846,-1.4406021,7.988218,-0.20940337,-5.501153,-4.5149474,2.4477596,9.524149,1.8801867,-6.6799207,7.7641706,-7.1843696,6.018491,-6.401011,6.9026628,-2.5088959,-0.8434808,2.684515,5.8208027,-2.6486788,-2.8719184,-3.3353443,2.6021457,2.9782438,4.0946536,-0.72977453,1.0478764,1.8114376,-0.5229668,11.2942,-1.6459825,-1.7040874,1.1318853,-3.254516,5.639915,3.3121393,-5.2017193,-2.6486537,2.2379303,2.091691,-2.5046175,-3.039278,-4.8353434,-0.206615,-5.9413576,3.110423,-0.085189976,-4.8800077,-1.2313311,-3.0605984,-2.8045022,0.20571584,2.2490063,0.76834846,-5.1358128,4.354011,4.8921933,4.254792,-5.4527135,-4.1243773,-4.299288,9.465547,-2.805155,1.4653574,-9.481758,-1.8858458,-5.1443906,-4.665543,-7.913301,-3.3962364,1.5252646,3.2974873,-1.2302386,-5.5576167,-4.6405044,-2.9644141
346,0,0.9304602,0.1869875,1.8363746,0.689854,-9.261337,-7.6300683,-4.4218802,-2.4534607,6.5825076,2.8688874,-7.1912003,-2.2021205,3.5116088,5.3533835,3.460503,-0.29813123,4.0859833,-6.1239576,5.375156,5.2133613,2.9946868,5.1719227,-1.8000726,-6.0215673,0.44238034,-0.97345126,1.4584718,-3.298498,-8.790604,-2.2743351,-2.451458,1.0546589,0.6297205,-3.3385327,2.2934484,-7.9465394,5.062567,6.8467507,3.2733343,1.1947669,-3.7710106,-5.0223703,-2.8216395,5.410945,-1.6767746,0.23737194,2.9763482,-6.485241,-2.341746,-0.3696596,-1.351326,-7.2713213,2.0332963,-1.0389585,6.382442,-1.9075899,8.308102,0.14727636,-6.1433296,-5.036892,2.6593914,9.643661,0.8013393,-6.7248588,7.9045258,-7.3400865,6.796789,-6.831386,7.465219,-3.2743685,-0.31268916,3.281509,5.4118867,-3.139906,-3.8147295,-2.7375505,3.0542848,2.9440238,4.4251494,-0.6411285,1.2490251,1.4455636,-0.15034014,11.77931,-1.2142732,-1.6414624,0.8807829,-3.8385794,6.4634347,3.764676,-5.494384,-3.486099,2.5370455,2.612943,-2.5756295,-3.14933,-4.9006896,-0.596374,-6.3685765,3.8882809,-0.7909147,-4.935922,-1.8400787,-3.3524673,-3.3990777,-0.42525387,1.736125,0.6213002,-5.2944894,4.7630997,4.962336,3.744503,-5.635396,-5.241895,-4.0879498,9.314322,-2.5573037,1.3891631,-10.34241,-1.142163,-6.0027432,-5.319195,-8.608433,-3.511934,1.775478,3.68541,-1.6943784,-6.4511156,-4.647296,-2.9262223
349,0,0.9599708,0.1736957,1.2910627,0.80219865,-8.449651,-8.033691,-4.1870728,-2.6642518,6.5863743,2.7406516,-8.096478,-2.0214233,3.613537,5.243959,3.4900534,-0.54048073,3.8864753,-5.1055984,4.948994,5.295155,2.0837812,6.0484543,-1.7227929,-5.299303,0.045596942,-0.70791286,2.0997214,-2.8042219,-9.44329,-2.2030282,-2.86761,0.8891121,0.49478036,-2.887502,2.1507082,-8.114757,5.172247,6.880706,3.4748268,2.138427,-4.6384664,-4.721223,-2.1474986,5.5460806,-0.8558518,1.062802,1.9142259,-6.218719,-2.871029,-0.99833757,-1.2111301,-7.689072,1.8917315,-1.640268,5.8569036,-1.0263752,7.998402,0.15108508,-5.8898554,-4.378761,2.7762938,9.52245,2.0606663,-5.910914,7.619938,-6.5692253,6.5995574,-6.9537406,6.982329,-3.1189892,-0.7376378,3.5396745,6.146243,-3.2220569,-3.0508454,-2.9558146,2.5635412,2.5988405,5.047334,-0.433601,1.4107887,0.823759,-0.3236599,12.210596,-1.4726155,-1.398646,1.1537495,-4.1614275,6.8705544,3.8610475,-4.85232,-3.0503507,2.7280712,2.9988112,-3.0223384,-3.3254552,-4.3775663,0.2322806,-5.6785464,3.7321663,-0.7649123,-5.681718,-1.4113085,-2.789609,-3.0140517,-0.65136707,2.3018591,0.7283792,-5.969517,4.977883,4.3484745,3.8637226,-5.6198845,-4.7242413,-4.661467,9.308697,-2.172363,1.1169949,-10.738071,-2.5807486,-5.2509856,-4.749409,-8.469214,-3.967812,1.4683189,3.4439554,-0.6763411,-5.388764,-4.529644,-3.044453
354,0,1.0,0.19638856,2.7986069,1.2251799,-10.251639,-8.071406,-4.150693,-2.8419752,6.113474,3.9010315,-7.586407,-1.6008582,3.1520154,5.3016853,3.0712686,-0.4090682,4.870098,-6.8218813,6.3212733,5.444578,2.813921,5.5771513,-1.9089462,-6.0700245,0.73790115,-1.3425713,1.2847232,-2.9864979,-9.088778,-2.4271677,-3.0972493,1.1562399,0.4273302,-3.0934355,2.0410368,-8.572943,5.012457,6.8264503,3.6312194,1.2829657,-3.5960712,-5.2768626,-2.89107,5.8891726,-1.1135461,0.6997588,2.5332332,-7.3072014,-2.435057,-0.943833,-1.0763576,-7.8748956,2.242196,-1.4887207,7.1496425,-2.2701476,8.702525,0.23099479,-6.7472486,-5.304479,3.0718582,10.416921,0.111961305,-7.15165,7.8604593,-7.3051934,7.498943,-7.3190565,7.900291,-3.8976412,-0.21446577,3.5202105,5.4314456,-3.5398943,-4.1587,-2.6346157,2.9983506,2.9326692,4.8972855,-0.1722917,1.419093,0.93418723,0.14495346,12.899625,-0.8385403,-1.7224134,0.8348082,-4.5802026,7.5236874,4.5110264,-5.5645714,-3.9040632,2.6950476,3.5212405,-3.1046581,-3.7224238,-4.587616,-0.93217367,-6.4196568,4.564464,-0.8028624,-5.6042953,-2.409347,-3.1096447,-3.523326,-0.9940953,1.7874367,0.83455056,-6.0584817,4.8116565,4.710561,3.0591435,-5.9968004,-5.8338547,-4.0048203,9.622177,-2.289573,0.89243513,-11.533967,-1.2105129,-6.3824964,-5.523101,-9.239617,-3.5348556,1.6688806,3.843017,-1.73847,-7.0299854,-4.4195714,-2.8109944
1186,0,0.11716581,-0.0015587807,-5.5354815,-4.0691166,-4.6481233,-4.308041,-9.837419,-6.7355604,6.2938843,-6.2885714,-1.7813302,-6.087863,8.3341465,13.620875,10.01193,-2.8973484,0.7583242,-6.1541133,1.4923999,5.845747,0.031378854,4.4680157,-1.2388839,-9.101875,1.3124788,2.5405645,8.970139,-2.8990617,-9.053428,2.9440525,-1.5633726,4.1026564,2.9593596,-9.48307,6.504294,-10.168469,13.172037,6.624932,3.6600866,7.469461,-7.184976,-1.3396816,-0.5137239,-0.66307914,-5.561245,-5.528852,0.38675275,0.21764886,-3.1121433,-1.0820398,-2.992064,-6.5560937,-2.6689065,2.9326108,1.4051867,-1.6839126,11.792443,-1.4359314,-4.448154,1.9157327,3.7716146,6.824765,7.141434,-12.502199,8.957718,-6.9016585,11.537946,-8.115441,6.7479143,4.0972023,-0.043048866,-2.8854969,3.1191044,-0.695773,-1.6485945,-4.9894505,6.9901314,-1.7870681,5.905498,-3.3860579,3.9048297,9.641667,-1.7945755,0.065573156,-6.176419,2.1771212,-5.0976872,2.4123387,-3.5866137,3.3138115,-3.9857996,8.067286,6.500968,4.1059766,0.41525385,-5.0328283,-5.7343783,-2.3552337,-11.804266,-0.81223434,1.9781159,-9.039364,0.96460474,-2.5435848,-6.088867,3.025843,4.451888,-2.0092196,-3.981767,10.975554,7.1338162,4.573048,-6.6214023,-4.3572035,-6.767869,14.945102,-6.6971445,3.3104267,-7.544495,-3.171562,0.1251231,-4.2943616,-5.482244,-4.696664,-2.3467524,7.1588683,-4.7848234,-3.05616,-5.950986,-2.5837553
1187,0,0.18670562,0.008207448,-6.1966157,-3.628165,-4.7926946,-4.7663174,-9.792069,-7.186711,6.57731,-6.56103,-1.6669222,-6.0408893,8.57558,13.768034,10.242157,-2.373115,0.4211713,-6.0527363,2.0182664,6.0517163,0.81959945,4.927916,-1.6391875,-9.311465,1.0276976,2.0822294,9.091307,-3.0581377,-9.33637,2.707066,-1.1785913,3.7185404,3.4925497,-9.638791,6.751346,-10.717052,13.566765,7.7220783,3.5672293,7.837133,-7.529395,-1.7934448,-0.5180328,-0.25431767,-5.50646,-5.3820605,1.0594609,0.18960175,-3.6903675,-1.530654,-3.4260628,-6.8194,-2.022328,2.7601619,1.6280565,-1.3514348,11.902725,-0.87315154,-4.1546617,1.3507208,3.2645128,7.1699686,7.73191,-12.485955,9.5452,-7.0603504,11.863292,-8.170215,7.014171,4.3963003,-0.17721796,-2.7962031,3.111381,-1.0517498,-1.4690453,-5.3434477,7.1202016,-1.4476151,5.9719543,-3.8392363,3.7906337,10.012178,-1.7549064,0.9872086,-6.662748,1.9530382,-4.688401,2.2976062,-3.504368,3.4439116,-3.775197,7.8723903,6.1326375,4.538016,0.2345983,-4.485217,-6.2882175,-2.3221552,-11.901617,0.020875745,1.6158957,-9.215064,0.9924407,-2.6214275,-6.0371194,2.9866605,4.6243205,-2.0267317,-4.3185873,11.087485,7.378719,4.4371715,-7.141907,-4.504008,-6.939829,15.485864,-6.687653,3.309988,-8.050183,-2.7833595,-0.14212842,-4.5594826,-5.9818935,-4.9867735,-2.309506,6.5031705,-5.0686626,-3.9069033,-6.5889635,-2.4299078
1188,0,0.24631117,0.03087961,-4.5660787,-2.7338507,-4.212332,-4.6340027,-9.650169,-5.9885254,6.3387027,-5.4505324,-1.5112863,-5.807356,7.3012166,11.792719,9.248165,-1.8654703,0.7058749,-4.958152,1.8977368,4.9734592,1.2056282,4.2688675,-1.0915523,-8.881136,0.6096478,1.8771936,7.4248424,-3.0779579,-9.291943,2.3702686,-1.1353995,3.2415974,2.978902,-8.3342085,5.707472,-9.43724,11.919991,7.7806363,2.823592,6.858209,-6.3916554,-3.2114105,-0.21313913,0.26215193,-5.698394,-4.472359,1.0717306,-0.9253114,-3.3771672,-0.8816794,-3.4831266,-6.6830263,-1.5386254,2.7928948,1.4380202,-1.3875166,10.92369,-0.63815266,-3.7046196,0.99473476,2.7254813,6.251754,6.6197824,-10.943794,8.339217,-6.639627,10.010747,-7.533737,6.727771,3.4089568,-0.11449314,-1.6581829,3.5750556,-0.8151678,-1.6170666,-4.57235,6.3666525,-0.99780107,4.90713,-2.865534,3.0931604,9.043009,-1.2867373,1.6842238,-5.797481,1.6476686,-3.969531,1.7691844,-3.117277,3.0072105,-3.7730176,5.938382,5.2187104,2.7327707,0.88389874,-3.761651,-5.6536636,-2.0595636,-10.655102,0.15386139,1.7440568,-8.108759,1.2674599,-3.3175285,-4.7897296,3.1425383,4.654421,-2.0381322,-4.159442,9.507277,6.5979633,4.722543,-6.165881,-3.7776992,-5.697559,14.1449175,-5.46005,3.310601,-6.990712,-2.4165728,-0.5207128,-4.686642,-5.1067934,-3.813792,-0.9389066,6.3683934,-4.225699,-3.4596453,-6.1467805,-2.7045033
1189,0,0.29656684,0.017732523,-5.4805512,-3.2153273,-4.8109465,-5.494449,-8.330574,-7.0126786,7.3736544,-6.298861,-2.0720282,-5.07608,8.266425,14.361185,9.03131,-1.0976236,0.5855929,-6.414879,1.8478824,5.559708,0.7433573,5.174193,-2.471178,-9.400685,-0.7055352,2.7185102,9.252384,-3.2535298,-10.153585,0.52760154,-1.6556765,3.4185631,3.9127955,-8.8610325,7.4172435,-10.250683,11.416487,8.169378,4.022123,7.568354,-7.9239855,-1.6767017,0.012400122,0.15032017,-6.158739,-3.810872,3.033686,0.20722282,-3.692609,-0.851301,-3.8844783,-7.0435085,-2.5015037,3.3639188,1.9540715,-1.032551,12.268724,-0.74140626,-2.6129022,0.5640017,3.1411884,7.8825994,8.687428,-11.707233,10.749681,-7.2992043,11.595631,-6.9132357,6.7309337,3.7390778,-1.0395204,-2.4037235,2.7987902,-1.2271527,-1.2882615,-6.1103487,6.336971,-1.528255,6.0501785,-4.2000575,3.8247697,9.2749815,-1.9634866,1.0789207,-6.0087543,2.5751758,-5.215028,2.9566958,-3.4780636,3.9147985,-3.4090245,6.852625,5.975894,3.246387,-0.3574133,-4.6575418,-7.3518414,-0.26097518,-11.019914,0.25116956,1.2023385,-8.101824,2.7169483,-2.7043614,-4.792108,3.6942117,5.343261,-1.4514709,-3.7537389,11.36757,7.6051173,4.3738217,-5.711149,-3.8646648,-7.8470306,15.307462,-6.793955,2.7272122,-8.630588,-3.9278338,-0.47128657,-4.337115,-7.326755,-6.0496964,-1.6528783,4.9852877,-5.455541,-3.7586985,-7.5080643,-3.2927396
1190,0,0.3468225,0.06008795,-5.2997975,-1.9971073,-4.3097014,-5.09578,-9.314903,-5.958389,7.306285,-5.257861,-1.7951632,-5.4585304,8.111524,11.91242,9.270386,-1.445419,0.53537875,-4.959341,2.2225049,4.862408,1.9064889,4.6692667,-1.5406358,-8.229561,-0.114313565,2.2386172,7.008735,-3.1835458,-9.393189,1.370069,-1.0151294,2.9545906,3.671696,-8.082047,6.295629,-9.739746,11.625848,8.429501,2.6910243,6.4743285,-7.0209446,-3.576939,0.12101112,0.81439227,-5.3755026,-3.8122027,2.4169161,-1.3577394,-3.6884525,-1.0511092,-3.8882372,-6.881602,-0.90690744,3.0203753,1.2910864,-1.0709617,10.736727,-0.002702027,-3.3030539,0.38715443,2.515462,6.2425966,7.0571675,-10.470564,9.033563,-6.4428363,10.216977,-7.6422343,6.801803,3.2886798,-0.15011188,-0.82593083,3.435745,-1.2556137,-1.3921776,-5.0080366,5.5516,-0.7205344,4.6548285,-3.7867467,2.8309503,8.99768,-1.7317622,2.7181766,-6.1697755,0.96823514,-3.1734376,1.4784034,-2.386564,3.460129,-4.0597763,5.1410837,5.201389,2.8305929,0.5942132,-3.3641162,-6.01527,-1.5762935,-10.819589,1.2275378,0.9458009,-7.285826,1.4678591,-3.0891294,-4.630629,3.2328703,4.5744576,-1.6610011,-4.569679,9.292323,6.9703665,5.002243,-6.065607,-4.0175953,-6.1933155,14.462779,-5.35455,3.1053836,-7.9992604,-2.3009589,-1.3350762,-4.925099,-6.3074036,-4.5194764,-1.1271155,5.350993,-4.559599,-4.201148,-6.537199,-2.5603664
1191,0,0.38962746,0.037413716,-4.8759847,-2.2222,-3.9197721,-5.045109,-8.226781,-5.9659324,7.348845,-5.536668,-2.1924057,-4.8432927,7.2521553,12.09015,8.246408,-1.1037266,0.3930265,-4.8653193,1.7129551,5.0956926,1.3588071,4.6609674,-1.4179448,-7.9299183,-0.48690048,2.2902951,7.6898456,-2.960695,-9.472723,0.71513903,-1.8312062,3.297926,3.7982132,-7.9506392,6.3249683,-9.140807,10.573408,7.968229,2.6681979,6.4375653,-7.366092,-2.9827602,0.13846199,0.4284577,-5.5308266,-3.1140559,2.5576692,-0.4394003,-3.9737496,-0.63639814,-3.713857,-6.6651926,-1.7731358,3.0909727,1.3335075,-0.9904214,10.363996,-0.8664951,-2.4108336,0.5245491,2.7971694,6.327354,7.9554977,-10.225554,9.550838,-6.5058074,9.910703,-6.472513,6.3792214,3.3311656,-1.0148218,-0.9938561,3.441106,-1.6780666,-0.82601446,-5.627707,5.119424,-0.84572625,5.1513996,-3.400725,3.324053,7.782549,-2.020761,2.3003135,-5.0706053,1.6666024,-3.720109,2.3651526,-2.5893903,3.3980246,-3.162927,5.6015015,5.1746225,1.8199749,-0.17490028,-3.9549882,-6.231411,-0.28856325,-9.620216,0.8461689,0.9728397,-6.987969,2.1291263,-2.5557148,-3.6048222,2.9412804,4.8798256,-1.5637711,-3.4566367,9.106037,6.4103193,4.669648,-5.326602,-3.0571876,-6.4694786,14.007716,-5.4408197,2.640144,-7.9303217,-3.2397282,-0.53938836,-4.1551547,-6.2981544,-5.090155,-0.8027085,4.749355,-4.1545043,-3.3613844,-6.666284,-2.7455292
1192,0,0.4271731,0.07323091,-4.577865,-1.4605025,-4.03674,-5.358973,-8.399921,-5.142253,7.593401,-4.550602,-2.2437375,-4.9154873,7.543456,10.937718,8.462955,-0.8147648,0.48179647,-4.357967,2.0170836,4.437405,2.2268713,4.711762,-1.6106781,-7.6334267,-0.59485775,1.976074,6.493681,-3.2211888,-9.447082,0.31043753,-1.2032408,2.5107806,3.5305572,-7.237077,5.972017,-9.21427,10.295257,8.385063,2.5832837,5.7834773,-6.8464246,-4.158657,0.0733836,1.2392328,-5.253102,-2.9564755,2.9436862,-1.7070469,-3.7730057,-0.7885688,-3.6211476,-6.9173117,-0.878193,3.0529072,1.436126,-0.79023045,9.932597,-0.05023463,-2.706916,-0.030732442,2.3373752,6.0722733,7.2041507,-9.326522,9.126995,-6.597105,9.278285,-6.871779,6.598201,2.5249548,-0.2796851,-0.024821911,3.7813575,-1.5531862,-1.1650121,-4.9889026,4.7116437,-0.19918929,4.5794535,-3.572387,2.7101812,7.785288,-1.5674183,3.8798919,-5.332194,0.7488151,-2.6589057,1.4029233,-1.7822013,3.430148,-3.7815907,3.971937,4.7991886,1.8551862,0.104513094,-2.859232,-6.157563,-0.7649461,-9.825337,1.4752374,0.5299533,-6.4622645,1.7677835,-3.0437756,-3.6961384,3.0191374,4.560416,-1.4902899,-4.4282055,8.363681,6.7837944,4.9737177,-5.554069,-3.2874,-6.2707872,13.585673,-4.867128,2.8509812,-8.086889,-2.5791714,-1.9056299,-4.877989,-6.554317,-4.750505,-0.4863603,4.6269674,-3.9940097,-4.2488003,-6.422471,-2.6685596
1193,0,0.46121258,0.05274649,-4.232792,-1.6450642,-3.548491,-5.1970134,-7.4757657,-5.168741,7.5619893,-4.8833594,-2.6368287,-4.3231254,6.745241,11.100335,7.5776067,-0.72812814,0.3328757,-4.3447094,1.5904586,4.663902,1.6940225,4.8399596,-1.2955064,-7.1444926,-0.9173714,2.1382828,7.0970535,-2.989826,-9.435856,-0.16821598,-1.9871831,2.9961703,3.7278798,-7.0088563,6.045105,-8.65731,9.423099,7.820443,2.4342713,5.6303425,-7.1901255,-3.5661075,0.2121777,0.8724204,-5.3037105,-2.208233,2.8312988,-0.8719487,-4.2056923,-0.47075388,-3.5006201,-6.694583,-1.7265347,3.067865,1.2727298,-0.53063554,9.504588,-0.8237893,-1.9342309,0.13056558,2.7279606,5.9506536,8.086892,-9.067571,9.605776,-6.445058,9.079788,-5.8595786,6.132173,2.5776565,-1.0664058,-0.2019035,3.7920873,-2.01185,-0.5472952,-5.538606,4.2505617,-0.30731142,4.9911594,-3.0769846,3.2357693,6.667185,-1.9983083,3.2855039,-4.291832,1.4553721,-3.1095479,2.3456244,-1.8067861,3.3462982,-3.0057406,4.4362283,4.914652,0.95012134,-0.61215514,-3.519045,-6.122263,0.55676913,-8.46997,1.1440647,0.5831347,-6.250563,2.418345,-2.3940308,-2.7988963,2.6499166,4.9166107,-1.3874177,-3.465243,8.146262,6.0971165,4.784646,-4.8581696,-2.5239024,-6.453119,13.064916,-4.788749,2.4440458,-8.02114,-3.59901,-1.0637814,-4.096759,-6.3760014,-5.198499,-0.28135842,4.2320704,-3.5755305,-3.0948782,-6.456869,-2.8248422
1251,0,0.059313368,0.004319757,-5.749161,-4.0884914,-4.8159237,-4.3357153,-10.975151,-6.3049603,5.6352015,-6.04694,-1.1443585,-6.587531,8.960728,13.354623,11.129848,-3.4044564,0.7391498,-6.937241,2.5983708,5.7074018,0.60356146,4.324102,-1.4464136,-9.921746,2.308272,2.3629394,8.533633,-3.0366704,-8.619081,3.7551706,-0.9126825,4.157391,2.7905521,-9.171378,6.3364053,-11.129581,14.0117855,6.3465333,3.8553305,7.5833993,-6.7971277,-1.2020967,-0.5124146,-0.58164775,-4.9119887,-6.2584057,-0.1924217,-0.48564026,-3.0064452,-1.6907628,-3.251753,-6.713369,-1.8410257,2.6357007,1.2829515,-1.602843,12.197502,-0.68049324,-5.6077256,1.5375754,3.5364587,6.785189,6.086442,-12.46816,8.580421,-6.6639304,12.366905,-9.347192,6.7579117,4.4136825,1.0513599,-2.8885746,2.2537131,0.027779259,-2.107059,-3.9700015,7.6764507,-2.288382,5.31598,-3.7361188,3.5564656,10.77779,-1.4966311,-0.02357518,-7.416178,1.802853,-4.8047643,2.1639602,-3.4897647,3.6953497,-5.15055,7.6631207,6.1669164,5.7205105,0.87312996,-4.532827,-5.0969563,-3.3127778,-12.659223,-0.6821345,1.7519706,-9.538041,0.5590088,-2.5910826,-7.252407,3.2483723,4.21813,-1.9030923,-4.7615504,11.36132,7.573583,4.3377585,-7.579894,-5.798737,-6.319459,15.38531,-6.313419,4.126679,-7.6772704,-1.8860773,-0.7017205,-4.6001053,-5.1680026,-4.0951433,-2.6368406,7.864179,-5.512417,-3.9143462,-5.9411683,-2.1834474
1252,0,0.111176044,-0.0050553754,-5.3532424,-4.7764482,-4.9670615,-4.9981203,-8.688814,-7.1939034,6.348167,-6.3106527,-2.0514643,-5.8765116,8.823018,15.316552,9.951814,-1.9175221,0.7220127,-7.036223,1.2495807,6.0241547,-0.38769445,5.1450386,-2.601877,-9.957243,0.5902611,2.7649922,9.954887,-3.115028,-9.790473,1.7668656,-1.4682177,3.5392017,2.864775,-9.523709,7.415499,-10.467944,12.734053,6.830461,4.978449,7.863809,-7.791388,-0.43807963,-0.78525764,-0.6522225,-6.150224,-5.1745973,1.2603033,0.5762196,-2.9312193,-1.281881,-3.041651,-6.757946,-3.321451,3.374874,2.0684814,-1.3731334,12.734916,-1.2899959,-4.012577,1.6832986,3.7509727,7.8784094,8.205627,-12.688969,10.057073,-7.6544824,12.199296,-7.664625,6.761544,3.6266563,-0.21499452,-3.7499964,2.4706051,-0.514234,-1.7399889,-5.6175313,7.653842,-2.057976,6.7714596,-4.191835,4.3449993,10.048367,-1.5252687,-0.44525185,-6.152028,2.940322,-6.2441545,2.7806866,-4.0479217,3.9085758,-3.8943002,7.983426,6.749062,4.4961047,0.10363309,-5.1264234,-6.786755,-1.5064094,-12.012956,-1.0547824,1.5632819,-9.1211195,2.0381835,-2.8883789,-6.490865,3.9407551,5.145945,-1.6718601,-3.6840632,12.474535,7.9137406,4.027125,-6.040217,-4.541172,-8.20217,15.496864,-7.4273577,2.945299,-7.9645896,-3.8482401,-0.13626535,-4.2220054,-6.7175665,-5.9504285,-2.519,6.671421,-5.6125307,-3.1910167,-6.6907053,-3.22878
1253,0,0.17107378,0.004618764,-4.701209,-3.4779415,-4.609288,-3.9800339,-9.613523,-6.302654,6.332649,-5.312652,-1.7003598,-6.248041,7.128184,12.153022,9.060898,-2.1086454,1.0794666,-5.386303,1.7196349,5.148817,0.55628866,3.7739217,-0.8666838,-8.7937355,0.6222687,2.1601813,7.6412115,-3.0225437,-8.941963,2.8410697,-1.3730816,3.5987659,2.3585389,-8.9525385,5.625977,-9.17212,12.503585,7.176258,3.093526,6.751432,-6.8417554,-2.7328718,-0.2894615,-0.25985128,-5.7297716,-4.834254,0.59773713,-0.3960763,-3.3163316,-0.36216518,-2.9758193,-6.592215,-2.1787765,2.6646492,1.2045895,-1.7124689,11.446991,-1.4410487,-4.136764,1.0997863,3.1694903,6.371306,6.3823442,-11.743661,8.685406,-6.928876,10.469294,-7.407773,6.726236,3.6476703,-0.21315467,-2.1451776,3.6170723,-0.37069815,-1.634856,-5.1746626,6.1845202,-1.3599916,5.024829,-2.5123284,3.1559465,8.917034,-1.0763061,1.453823,-5.475498,1.7249812,-4.411904,2.2448838,-3.6417024,3.1681247,-4.409772,7.0403934,5.535203,2.731229,0.8108964,-4.1889763,-5.2553864,-2.4644446,-11.108441,-0.6765503,2.4958377,-7.9304996,0.8783635,-3.2525322,-4.9422946,3.333322,4.459623,-2.144511,-3.7294128,9.642313,6.502909,4.8056827,-6.1259494,-3.436051,-5.6295767,13.97363,-5.715046,3.5411105,-6.8875356,-2.2883463,-0.16532047,-4.2208214,-4.7092547,-3.7474275,-1.1264364,6.6423736,-4.242413,-2.9313607,-5.6978445,-2.7904153
