geo_sample_id,title,source_name,organism,geo_accession,char_study_sample_id,char_cell_line_group,char_unique_variable_name,char_cell_line_inhouse,char_cell_line,char_cell_type,char_sex,char_clinical_condition,char_donor_age,char_study_part,char_replicate_line,char_treatments,char_percent_oxygen,char_date_of_collection,char_time_of_day,char_pre_designated_time_point_udays,char_passage,char_pre_study_passages_udivisions,char_days_grown_udays,char_days_after_treatment_udays,char_days_per_passage_udays,char_cells_plated_umillioncells,char_cells_counted_with_dead_umillioncells,char_divisions_per_passage_udoublings,char_population_doublings_utotal_divisions,char_population_doubling_time_uhours_per_division,char_dneasy_batch,char_sample_plate,char_slide,char_array,char_well,supplementary_files,char_notes
GSM5435112,Methylation_HC5_sp1_Normal_Control_ox21_p4,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,2,HC5_sp1_Normal_Control_ox21,HC5_sp1_Normal_Control_ox21_p4,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Control,21,2017-10-15,13:00,NA,4,3,3.895833333,-15.95833334,3.895833333,0.5,2.33815,2.824829557,2.824829557,33.09934214,1,WG6994417-MSA4,203784950011,R01C01,A09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435112/suppl/GSM5435112_203784950011_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435112/suppl/GSM5435112_203784950011_R01C01_Red.idat.gz,
GSM5435113,Methylation_HC5_sp1_Normal_Control_ox21_p6,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,4,HC5_sp1_Normal_Control_ox21,HC5_sp1_Normal_Control_ox21_p6,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Control,21,2017-10-23,13:00,NA,6,3,11.89583333,-7.95833334,4,0.5,3.51495,2.813504167,7.40386847,34.12115081,1,WG6994408-MSA4,203784950064,R03C01,C09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435113/suppl/GSM5435113_203784950064_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435113/suppl/GSM5435113_203784950064_R03C01_Red.idat.gz,
GSM5435114,Methylation_HC5_sp1_Normal_Control_ox21_p9,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,7,HC5_sp1_Normal_Control_ox21,HC5_sp1_Normal_Control_ox21_p9,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Control,21,2017-11-05,13:00,NA,9,3,24.85416667,5,5,0.5,6.868,3.779890039,17.94426986,31.74695527,1,WG6994409-MSA4,203784950028,R06C01,F02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435114/suppl/GSM5435114_203784950028_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435114/suppl/GSM5435114_203784950028_R06C01_Red.idat.gz,
GSM5435115,Methylation_HC5_sp1_Normal_Control_ox21_p13,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,11,HC5_sp1_Normal_Control_ox21,HC5_sp1_Normal_Control_ox21_p13,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Control,21,2017-11-25,23:00,NA,13,3,45.4375,25.58333333,5.229166667,0.5,6.5178,3.704385083,32.79206652,33.87876724,1,WG6994408-MSA4,203784950092,R02C01,B01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435115/suppl/GSM5435115_203784950092_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435115/suppl/GSM5435115_203784950092_R02C01_Red.idat.gz,
GSM5435116,Methylation_HC5_sp1_Normal_Control_ox21_p16,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,14,HC5_sp1_Normal_Control_ox21,HC5_sp1_Normal_Control_ox21_p16,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Control,21,2017-12-11,14:00,NA,16,3,61.0625,41.20833333,5.625,0.5,9.8547,4.300811953,44.36331278,31.38942169,1,WG6994408-MSA4,203784950049,R04C01,D11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435116/suppl/GSM5435116_203784950049_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435116/suppl/GSM5435116_203784950049_R04C01_Red.idat.gz,
GSM5435117,Methylation_HC5_sp1_Normal_Control_ox21_p20,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,18,HC5_sp1_Normal_Control_ox21,HC5_sp1_Normal_Control_ox21_p20,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Control,21,2018-01-03,15:00,NA,20,3,84.10416667,64.25,6.041666667,1,2.7606,1.464981862,52.91601679,98.97733463,1,WG6994409-MSA4,203784950058,R06C01,F10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435117/suppl/GSM5435117_203784950058_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435117/suppl/GSM5435117_203784950058_R06C01_Red.idat.gz,
GSM5435118,Methylation_HC5_sp1_Normal_Control_ox21_p25,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,23,HC5_sp1_Normal_Control_ox21,HC5_sp1_Normal_Control_ox21_p25,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Control,21,2018-02-05,11:00,NA,25,3,116.9375,97.08333333,6.75,0,0.82044,0.158653581,57.22543585,1021.092614,1,WG6994409-MSA4,203784950010,R04C01,D11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435118/suppl/GSM5435118_203784950010_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435118/suppl/GSM5435118_203784950010_R04C01_Red.idat.gz,
GSM5435119,Methylation_HC6_sp1_Normal_Control_ox21_p5,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,25,HC6_sp1_Normal_Control_ox21,HC6_sp1_Normal_Control_ox21_p5,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Control,21,2017-10-19,13:00,NA,5,4,4,-12.95833333,4,0.5,2.785,3.077139398,3.077139398,31.19780666,1,WG6994424-MSA4,203833030066,R02C01,B09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435119/suppl/GSM5435119_203833030066_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435119/suppl/GSM5435119_203833030066_R02C01_Red.idat.gz,
GSM5435120,Methylation_HC6_sp1_Normal_Control_ox21_p7,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,27,HC6_sp1_Normal_Control_ox21,HC6_sp1_Normal_Control_ox21_p7,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Control,21,2017-10-27,13:00,NA,7,4,12,-4.95833333,4,0.5,4.4096,3.140647793,9.92718812,30.56694234,1,WG6994409-MSA4,203784950028,R05C01,E02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435120/suppl/GSM5435120_203784950028_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435120/suppl/GSM5435120_203784950028_R05C01_Red.idat.gz,
GSM5435121,Methylation_HC6_sp1_Normal_Control_ox21_p10,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,30,HC6_sp1_Normal_Control_ox21,HC6_sp1_Normal_Control_ox21_p10,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Control,21,2017-11-11,18:00,NA,10,4,27.22916667,10.27083334,5.041666667,0.5,6.5751,3.717012836,21.10943757,32.55302183,1,WG6994424-MSA4,203833030069,R06C01,F10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435121/suppl/GSM5435121_203833030069_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435121/suppl/GSM5435121_203833030069_R06C01_Red.idat.gz,
GSM5435122,Methylation_HC6_sp1_Normal_Control_ox21_p12,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,32,HC6_sp1_Normal_Control_ox21,HC6_sp1_Normal_Control_ox21_p12,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Control,21,2017-11-21,15:00,NA,12,4,37.22916667,20.27083334,5,1,4.8307,2.27223226,25.70889729,52.81150264,1,WG6994417-MSA4,203784950027,R03C01,C06,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435122/suppl/GSM5435122_203784950027_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435122/suppl/GSM5435122_203784950027_R03C01_Red.idat.gz,
GSM5435123,Methylation_HC6_sp1_Normal_Control_ox21_p14,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,34,HC6_sp1_Normal_Control_ox21,HC6_sp1_Normal_Control_ox21_p14,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Control,21,2017-12-01,12:00,NA,14,4,47.08333333,30.125,5.020833333,1,3.872,1.953078953,29.98185426,61.69745459,1,WG6994417-MSA4,203774260133,R07C01,G08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435123/suppl/GSM5435123_203774260133_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435123/suppl/GSM5435123_203774260133_R07C01_Red.idat.gz,
GSM5435124,Methylation_HC6_sp1_Normal_Control_ox21_p17,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,37,HC6_sp1_Normal_Control_ox21,HC6_sp1_Normal_Control_ox21_p17,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Control,21,2017-12-28,17:00,NA,17,4,74.3125,57.35416667,13.25,2,5.764,1.527070336,34.00372931,208.2418816,1,WG6994409-MSA4,203784950020,R01C01,A03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435124/suppl/GSM5435124_203784950020_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435124/suppl/GSM5435124_203784950020_R01C01_Red.idat.gz,
GSM5435125,Methylation_HC5_sp1_Normal_DEX_ox21_p9,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,45,HC5_sp1_Normal_DEX_ox21,HC5_sp1_Normal_DEX_ox21_p9,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,DEX,21,2017-11-05,13:00,NA,9,3,24.85416667,5,5,0.5,5.86,3.550900665,17.71528048,33.79424302,1,WG6994408-MSA4,203784950047,R07C01,G12,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435125/suppl/GSM5435125_203784950047_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435125/suppl/GSM5435125_203784950047_R07C01_Red.idat.gz,
GSM5435126,Methylation_HC5_sp1_Normal_DEX_ox21_p13,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,49,HC5_sp1_Normal_DEX_ox21,HC5_sp1_Normal_DEX_ox21_p13,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,DEX,21,2017-11-25,23:00,NA,13,3,45.4375,25.58333333,5.229166667,1,6.1,2.608809243,27.72534296,48.10623865,1,WG6994416-MSA4,203774260120,R01C01,A11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435126/suppl/GSM5435126_203774260120_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435126/suppl/GSM5435126_203774260120_R01C01_Red.idat.gz,
GSM5435127,Methylation_HC5_sp1_Normal_DEX_ox21_p16,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,52,HC5_sp1_Normal_DEX_ox21,HC5_sp1_Normal_DEX_ox21_p16,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,DEX,21,2017-12-11,14:00,NA,16,3,61.0625,41.20833333,5.625,1,11.016,3.461528559,34.94355326,39.00011156,1,WG6994425-MSA4,203839170025,R02C01,B01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435127/suppl/GSM5435127_203839170025_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435127/suppl/GSM5435127_203839170025_R02C01_Red.idat.gz,
GSM5435128,Methylation_HC5_sp1_Normal_DEX_ox21_p18,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,54,HC5_sp1_Normal_DEX_ox21,HC5_sp1_Normal_DEX_ox21_p18,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,DEX,21,2017-12-22,16:00,NA,18,3,72.14583333,52.29166666,4.958333333,2,4.88495,1.288343796,38.79810335,92.36664965,1,WG6994416-MSA4,203774260120,R03C01,C11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435128/suppl/GSM5435128_203774260120_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435128/suppl/GSM5435128_203774260120_R03C01_Red.idat.gz,
GSM5435129,Methylation_HC5_sp1_Normal_DEX_ox21_p23,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,59,HC5_sp1_Normal_DEX_ox21,HC5_sp1_Normal_DEX_ox21_p23,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,DEX,21,2018-01-22,13:00,NA,23,3,103.0208333,83.16666663,7,2,3.9864,0.995086479,44.10053238,168.8295475,1,WG6994425-MSA4,203836210089,R07C01,G02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435129/suppl/GSM5435129_203836210089_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435129/suppl/GSM5435129_203836210089_R07C01_Red.idat.gz,
GSM5435130,Methylation_HC5_sp1_Normal_DEX_ox21_p27,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,63,HC5_sp1_Normal_DEX_ox21,HC5_sp1_Normal_DEX_ox21_p27,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,DEX,21,2018-02-19,15:00,NA,27,3,131.1041667,111.25,6.791666667,2,3.8586,0.948077495,46.47934758,171.9268739,1,WG6994417-MSA4,203774260157,R06C01,F01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435130/suppl/GSM5435130_203774260157_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435130/suppl/GSM5435130_203774260157_R06C01_Red.idat.gz,
GSM5435131,Methylation_HC6_sp1_Normal_DEX_ox21_p17,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,79,HC6_sp1_Normal_DEX_ox21,HC6_sp1_Normal_DEX_ox21_p17,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,DEX,21,2017-12-28,17:00,NA,17,4,74.3125,57.35416667,13.25,2,4.56085,1.189302723,27.39207229,267.3835634,1,WG6994409-MSA4,203774260024,R01C01,A09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435131/suppl/GSM5435131_203774260024_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435131/suppl/GSM5435131_203774260024_R01C01_Red.idat.gz,
GSM5435132,Methylation_HC5_sp1_Normal_Pulsated_DEX_ox21_p9,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,87,HC5_sp1_Normal_Pulsated_DEX_ox21,HC5_sp1_Normal_Pulsated_DEX_ox21_p9,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Pulsated_DEX,21,2017-11-05,13:00,NA,9,3,24.85416667,5,5,0.5,10.908,4.4473147,18.61169452,26.98257445,1,WG6994416-MSA4,203784950085,R06C01,F12,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435132/suppl/GSM5435132_203784950085_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435132/suppl/GSM5435132_203784950085_R06C01_Red.idat.gz,
GSM5435133,Methylation_HC5_sp1_Normal_Pulsated_DEX_ox21_p13,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,91,HC5_sp1_Normal_Pulsated_DEX_ox21,HC5_sp1_Normal_Pulsated_DEX_ox21_p13,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Pulsated_DEX,21,2017-11-25,23:00,NA,13,3,45.4375,25.58333333,5.229166667,0.5,6.283,3.65145358,34.9129417,34.36987415,1,WG6994416-MSA4,203774260129,R07C01,G06,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435133/suppl/GSM5435133_203774260129_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435133/suppl/GSM5435133_203774260129_R07C01_Red.idat.gz,
GSM5435134,Methylation_HC5_sp1_Normal_Pulsated_DEX_ox21_p16,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,94,HC5_sp1_Normal_Pulsated_DEX_ox21,HC5_sp1_Normal_Pulsated_DEX_ox21_p16,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Pulsated_DEX,21,2017-12-11,14:00,NA,16,3,61.0625,41.20833333,5.625,0.5,8.4945,4.086529031,46.70122075,33.03537036,1,WG6994417-MSA4,203774260159,R03C01,C02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435134/suppl/GSM5435134_203774260159_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435134/suppl/GSM5435134_203774260159_R03C01_Red.idat.gz,
GSM5435135,Methylation_HC5_sp1_Normal_Pulsated_DEX_ox21_p18,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,96,HC5_sp1_Normal_Pulsated_DEX_ox21,HC5_sp1_Normal_Pulsated_DEX_ox21_p18,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Pulsated_DEX,21,2017-12-22,16:00,NA,18,3,72.14583333,52.29166666,4.958333333,1,3.403,2.766807151,52.83511935,43.00986425,2,WG6994409-MSA4,203784950010,R08C01,H11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435135/suppl/GSM5435135_203784950010_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435135/suppl/GSM5435135_203784950010_R08C01_Red.idat.gz,
GSM5435136,Methylation_HC5_sp1_Normal_Pulsated_DEX_ox21_p20,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,98,HC5_sp1_Normal_Pulsated_DEX_ox21,HC5_sp1_Normal_Pulsated_DEX_ox21_p20,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,Pulsated_DEX,21,2018-01-03,15:00,NA,20,3,84.10416667,64.25,6.041666667,1,4.758,2.250355272,57.57501755,64.43427037,2,WG6994424-MSA4,203774260075,R05C01,E03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435136/suppl/GSM5435136_203774260075_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435136/suppl/GSM5435136_203774260075_R05C01_Red.idat.gz,
GSM5435137,Methylation_HC6_sp1_Normal_Pulsated_DEX_ox21_p10,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,110,HC6_sp1_Normal_Pulsated_DEX_ox21,HC6_sp1_Normal_Pulsated_DEX_ox21_p10,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Pulsated_DEX,21,2017-11-11,18:00,NA,10,4,27.22916667,10.27083334,5.041666667,0.5,4.6763,3.225367486,21.49309794,37.51510503,2,WG6994409-MSA4,203774260024,R08C01,H09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435137/suppl/GSM5435137_203774260024_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435137/suppl/GSM5435137_203774260024_R08C01_Red.idat.gz,
GSM5435138,Methylation_HC6_sp1_Normal_Pulsated_DEX_ox21_p12,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,112,HC6_sp1_Normal_Pulsated_DEX_ox21,HC6_sp1_Normal_Pulsated_DEX_ox21_p12,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Pulsated_DEX,21,2017-11-21,15:00,NA,12,4,37.22916667,20.27083334,5,1,6.171,2.625504295,27.41367869,45.70550513,2,WG6994417-MSA4,203784950009,R02C01,B05,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435138/suppl/GSM5435138_203784950009_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435138/suppl/GSM5435138_203784950009_R02C01_Red.idat.gz,
GSM5435139,Methylation_HC6_sp1_Normal_Pulsated_DEX_ox21_p14,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,114,HC6_sp1_Normal_Pulsated_DEX_ox21,HC6_sp1_Normal_Pulsated_DEX_ox21_p14,hFB2,HC6,Primary Human Fibroblast (forearm),female,Normal,36,1,1,Pulsated_DEX,21,2017-12-01,12:00,NA,14,4,47.08333333,30.125,5.020833333,1,2.7456,1.457121458,30.04776114,82.6972929,2,WG6994417-MSA4,203774260118,R06C01,F04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435139/suppl/GSM5435139_203774260118_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435139/suppl/GSM5435139_203774260118_R06C01_Red.idat.gz,
GSM5435140,Methylation_HC5_sp1_Normal_MitoQ_ox21_p9,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,125,HC5_sp1_Normal_MitoQ_ox21,HC5_sp1_Normal_MitoQ_ox21_p9,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,MitoQ,21,2017-11-05,13:00,NA,9,3,24.85416667,5,5,0.5,4.63,3.211012193,17.37539201,37.37139343,2,WG6994424-MSA4,203774260141,R08C01,H02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435140/suppl/GSM5435140_203774260141_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435140/suppl/GSM5435140_203774260141_R08C01_Red.idat.gz,
GSM5435141,Methylation_HC5_sp1_Normal_MitoQ_ox21_p13,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,129,HC5_sp1_Normal_MitoQ_ox21,HC5_sp1_Normal_MitoQ_ox21_p13,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,MitoQ,21,2017-11-25,23:00,NA,13,3,45.4375,25.58333333,5.229166667,0.5,4.05,3.017921908,31.32742343,41.58490638,2,WG6994409-MSA4,203784950058,R04C01,D10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435141/suppl/GSM5435141_203784950058_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435141/suppl/GSM5435141_203784950058_R04C01_Red.idat.gz,
GSM5435142,Methylation_HC5_sp1_Normal_MitoQ_ox21_p16,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,132,HC5_sp1_Normal_MitoQ_ox21,HC5_sp1_Normal_MitoQ_ox21_p16,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,MitoQ,21,2017-12-11,14:00,NA,16,3,61.0625,41.20833333,5.625,0.5,3.93,2.974529312,41.43275225,45.38533187,2,WG6994417-MSA4,203774260112,R01C01,A10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435142/suppl/GSM5435142_203774260112_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435142/suppl/GSM5435142_203774260112_R01C01_Red.idat.gz,
GSM5435143,Methylation_HC5_sp1_Normal_MitoQ_ox21_p18,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,134,HC5_sp1_Normal_MitoQ_ox21,HC5_sp1_Normal_MitoQ_ox21_p18,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,MitoQ,21,2017-12-22,16:00,NA,18,3,72.14583333,52.29166666,4.958333333,1,3.0472,2.607484193,47.49972053,45.63786055,2,WG6994425-MSA4,203836210089,R05C01,E02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435143/suppl/GSM5435143_203836210089_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435143/suppl/GSM5435143_203836210089_R05C01_Red.idat.gz,
GSM5435144,Methylation_HC5_sp1_Normal_MitoQ_ox21_p20,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,136,HC5_sp1_Normal_MitoQ_ox21,HC5_sp1_Normal_MitoQ_ox21_p20,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,MitoQ,21,2018-01-03,15:00,NA,20,3,84.10416667,64.25,6.041666667,1,4.5279,2.178842096,51.10509576,66.54910893,2,WG6994408-MSA4,203784950093,R01C01,A04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435144/suppl/GSM5435144_203784950093_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435144/suppl/GSM5435144_203784950093_R01C01_Red.idat.gz,
GSM5435145,Methylation_HC5_sp1_Normal_MitoQ_ox21_p25,Primary Human Fibroblast (forearm),Homo sapiens,GSE179847,141,HC5_sp1_Normal_MitoQ_ox21,HC5_sp1_Normal_MitoQ_ox21_p25,hFB1,HC5,Primary Human Fibroblast (forearm),male,Normal,29,1,1,MitoQ,21,2018-02-05,11:00,NA,25,3,116.9375,97.08333333,6.75,0,1.08864,0.122526951,55.2839725,1322.158092,2,WG6994409-MSA4,203774260024,R04C01,D09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435145/suppl/GSM5435145_203774260024_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435145/suppl/GSM5435145_203774260024_R04C01_Red.idat.gz,
