geo_sample_id,title,source_name,organism,geo_accession,char_study_sample_id,char_cell_line_group,char_unique_variable_name,char_cell_line_inhouse,char_cell_line,char_cell_type,char_sex,char_clinical_condition,char_donor_age,char_study_part,char_replicate_line,char_treatments,char_percent_oxygen,char_date_of_collection,char_time_of_day,char_pre_designated_time_point_udays,char_passage,char_pre_study_passages_udivisions,char_days_grown_udays,char_days_after_treatment_udays,char_days_per_passage_udays,char_cells_plated_umillioncells,char_cells_counted_with_dead_umillioncells,char_divisions_per_passage_udoublings,char_population_doublings_utotal_divisions,char_population_doubling_time_uhours_per_division,char_dneasy_batch,char_sample_plate,char_slide,char_array,char_well,supplementary_files,char_notes
GSM5435374,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p18,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1122,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p18,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-10-31,12:00,NA,18,1,83.08333333,66.75,5.041666667,2,3.06153,1.029290319,42.53817134,117.556726,12,WG6994424-MSA4,203841900014,R06C01,F11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435374/suppl/GSM5435374_203841900014_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435374/suppl/GSM5435374_203841900014_R06C01_Red.idat.gz,
GSM5435375,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p20,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1124,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p20,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-11-10,13:00,NA,20,1,93.125,76.79166667,5.083333333,2,4.430475,1.147461381,45.09410003,106.321661,12,WG6994416-MSA4,203784950079,R06C01,F10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435375/suppl/GSM5435375_203784950079_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435375/suppl/GSM5435375_203784950079_R06C01_Red.idat.gz,
GSM5435376,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p23,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1127,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p23,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-11-26,13:00,NA,23,1,108.875,92.54166667,5.916666667,2.5,4.966125,0.99019248,47.03106638,143.4064617,12,WG6994417-MSA4,203774260157,R08C01,H01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435376/suppl/GSM5435376_203774260157_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435376/suppl/GSM5435376_203774260157_R08C01_Red.idat.gz,
GSM5435377,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p26,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1130,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p26,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-12-14,11:00,NA,26,1,126.7916667,110.4583334,5.833333333,2.5,3.920625,0.649155563,48.64364155,215.6647929,12,WG6994409-MSA4,203784950018,R01C01,A12,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435377/suppl/GSM5435377_203784950018_R01C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435377/suppl/GSM5435377_203784950018_R01C01_Red.idat.gz,
GSM5435378,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p30,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1134,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p30,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2019-01-14,14:00,NA,30,1,157.9166667,141.5833334,7.083333333,2.5,3.705375,0.567691462,50.28109602,299.4584407,12,WG6994424-MSA4,203833030066,R08C01,H09,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435378/suppl/GSM5435378_203833030066_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435378/suppl/GSM5435378_203833030066_R08C01_Red.idat.gz,
GSM5435379,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p34,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1138,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p34,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2019-02-13,23:00,NA,34,1,188.2916667,171.9583334,7.416666667,1,2.01042,0.441899753,51.85480334,402.8062901,12,WG6994416-MSA4,203774260106,R07C01,G04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435379/suppl/GSM5435379_203774260106_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435379/suppl/GSM5435379_203774260106_R07C01_Red.idat.gz,
GSM5435380,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p37,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1141,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p37,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2019-03-08,12:00,NA,37,1,210.8333333,194.5,8.833333333,1,2.05975,1.042469242,54.36522323,203.3633141,12,WG6994424-MSA4,203833040091,R07C01,G08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435380/suppl/GSM5435380_203833040091_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435380/suppl/GSM5435380_203833040091_R07C01_Red.idat.gz,
GSM5435381,Methylation_HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p39,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1143,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC1_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p39,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2019-03-27,12:00,NA,39,1,229.75,213.4166667,8.916666667,0,0.7906275,0.115101673,54.4803249,1859.225806,12,WG6994424-MSA4,203833040096,R05C01,E04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435381/suppl/GSM5435381_203833040096_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435381/suppl/GSM5435381_203833040096_R05C01_Red.idat.gz,
GSM5435382,Methylation_HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p14,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1157,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p14,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-10-11,15:00,NA,14,1,63.125,45.875,5,0.5,5.9502,3.572938162,43.69347651,33.58580378,12,WG6994408-MSA4,203784950093,R03C01,C04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435382/suppl/GSM5435382_203784950093_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435382/suppl/GSM5435382_203784950093_R03C01_Red.idat.gz,Treatment Start 2
GSM5435383,Methylation_HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p16,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1159,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p16,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-10-21,15:00,NA,16,1,73.125,55.875,4.833333333,1,4.22685,3.079582916,50.04456727,37.66743847,12,WG6994416-MSA4,203769830137,R04C01,D01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435383/suppl/GSM5435383_203769830137_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435383/suppl/GSM5435383_203769830137_R04C01_Red.idat.gz,
GSM5435384,Methylation_HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p19,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1162,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p19,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-11-05,17:00,NA,19,1,88.20833333,70.95833333,5.041666667,1.5,5.831175,1.95882412,56.16508225,61.77175317,12,WG6994424-MSA4,203841900014,R03C01,C11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435384/suppl/GSM5435384_203841900014_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435384/suppl/GSM5435384_203841900014_R03C01_Red.idat.gz,
GSM5435385,Methylation_HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p23,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1166,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p23,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-11-26,17:00,NA,23,1,109.2083333,91.9583333,5.958333333,2.5,4.566375,0.869121247,58.86889938,164.5340055,12,WG6994409-MSA4,203774260131,R08C01,H04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435385/suppl/GSM5435385_203774260131_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435385/suppl/GSM5435385_203774260131_R08C01_Red.idat.gz,
GSM5435386,Methylation_HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p25,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1168,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p25,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2018-12-09,13:00,NA,25,1,122.0416667,104.7916667,6.708333333,2.5,4.5,0.628905848,59.75805254,256.0001635,12,WG6994416-MSA4,203784950082,R08C01,H08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435386/suppl/GSM5435386_203784950082_R08C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435386/suppl/GSM5435386_203784950082_R08C01_Red.idat.gz,
GSM5435387,Methylation_HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p29,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1172,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21,HC2_sp2_Normal_5-azacytidine+mitoNUITs_ox21_p29,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,2,1,5-azacytidine+mitoNUITs,21,2019-01-07,16:00,NA,29,1,151.1666667,133.9166667,7.958333333,0,2.03931,0.125042829,60.67814578,1527.476636,12,WG6994417-MSA4,203774260107,R05C01,E12,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435387/suppl/GSM5435387_203774260107_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435387/suppl/GSM5435387_203774260107_R05C01_Red.idat.gz,
GSM5435388,Methylation_HC4_sp3_Normal_Control_ox21_p9,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1176,HC4_sp3_Normal_Control_ox21,HC4_sp3_Normal_Control_ox21_p9,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Control,21,2019-03-07,17:00,NA,9,NA,20.375,0,7.125,0.25,5.43885,4.443301638,8.149500625,38.48489568,13,WG6994417-MSA4,203784950009,R04C01,D05,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435388/suppl/GSM5435388_203784950009_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435388/suppl/GSM5435388_203784950009_R04C01_Red.idat.gz,Treatment Start
GSM5435389,Methylation_HC4_sp3_Normal_Control_ox21_p10,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1177,HC4_sp3_Normal_Control_ox21,HC4_sp3_Normal_Control_ox21_p10,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Control,21,2019-03-14,14:00,NA,10,NA,27.25,6.875,6.875,0.25,7.06065,4.819801003,12.96930163,34.23377851,13,WG6994409-MSA4,203784950020,R03C01,C03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435389/suppl/GSM5435389_203784950020_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435389/suppl/GSM5435389_203784950020_R03C01_Red.idat.gz,
GSM5435390,Methylation_HC4_sp3_Normal_Control_ox21_p11,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1178,HC4_sp3_Normal_Control_ox21,HC4_sp3_Normal_Control_ox21_p11,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Control,21,2019-03-21,15:00,NA,11,NA,34.29166667,13.91666667,7.041666667,0.25,6.014925,4.588546749,17.55784838,36.83083322,13,WG6994417-MSA4,203774260112,R06C01,F10,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435390/suppl/GSM5435390_203774260112_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435390/suppl/GSM5435390_203774260112_R06C01_Red.idat.gz,
GSM5435391,Methylation_HC4_sp3_Normal_Control_ox21_p12,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1179,HC4_sp3_Normal_Control_ox21,HC4_sp3_Normal_Control_ox21_p12,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Control,21,2019-03-28,12:00,NA,12,NA,41.16666667,20.79166667,6.875,0.25,6.46905,4.693553864,22.25140224,35.15459816,13,WG6994425-MSA4,203833040027,R04C01,D03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435391/suppl/GSM5435391_203833040027_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435391/suppl/GSM5435391_203833040027_R04C01_Red.idat.gz,
GSM5435392,Methylation_HC4_sp3_Normal_Control_ox21_p13,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1180,HC4_sp3_Normal_Control_ox21,HC4_sp3_Normal_Control_ox21_p13,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Control,21,2019-04-04,12:00,NA,13,NA,48.16666667,27.79166667,7,0.25,5.3025,4.406672716,26.65807496,38.12400213,13,WG6994416-MSA4,203769830137,R02C01,B01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435392/suppl/GSM5435392_203769830137_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435392/suppl/GSM5435392_203769830137_R02C01_Red.idat.gz,
GSM5435393,Methylation_HC4_sp3_Normal_Control_ox21_p14,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1181,HC4_sp3_Normal_Control_ox21,HC4_sp3_Normal_Control_ox21_p14,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Control,21,2019-04-11,23:00,NA,14,NA,55.125,34.75,6.958333333,0.5,4.6662,4.222248145,30.8803231,39.55238874,13,WG6994425-MSA4,203833040058,R03C01,C04,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435393/suppl/GSM5435393_203833040058_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435393/suppl/GSM5435393_203833040058_R03C01_Red.idat.gz,
GSM5435394,Methylation_HC4_sp3_Normal_Control_ox21_p15,Primary Human Fibroblast (upper arm),Homo sapiens,GSE179847,1182,HC4_sp3_Normal_Control_ox21,HC4_sp3_Normal_Control_ox21_p15,hFB11,HC4,Primary Human Fibroblast (upper arm),male,Normal,3,3,1,Control,21,2019-04-18,16:00,NA,15,NA,62.33333333,41.95833333,7.208333333,0,4.8042,3.264296212,34.14461931,52.99764138,13,WG6994409-MSA4,203784950010,R03C01,C11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435394/suppl/GSM5435394_203784950010_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435394/suppl/GSM5435394_203784950010_R03C01_Red.idat.gz,Infected
GSM5435395,Methylation_HC1_sp3_Normal_Control_ox21_p6,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1186,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p6,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-03-07,17:00,NA,6,NA,20.375,0,7.125,0.25,3.904425,3.9651101,8.020487299,43.12616691,13,WG6994416-MSA4,203769830136,R04C01,D02,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435395/suppl/GSM5435395_203769830136_R04C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435395/suppl/GSM5435395_203769830136_R04C01_Red.idat.gz,Treatment Start
GSM5435396,Methylation_HC1_sp3_Normal_Control_ox21_p7,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1187,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p7,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-03-14,14:00,NA,7,NA,27.25,6.875,6.875,0.25,6.775125,4.760247564,12.78073486,34.6620628,13,WG6994417-MSA4,203784950009,R03C01,C05,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435396/suppl/GSM5435396_203784950009_R03C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435396/suppl/GSM5435396_203784950009_R03C01_Red.idat.gz,
GSM5435397,Methylation_HC1_sp3_Normal_Control_ox21_p8,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1188,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p8,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-03-21,15:00,NA,8,NA,34.29166667,13.91666667,7.041666667,0.5,4.236075,4.082728133,16.863463,41.39389019,13,WG6994409-MSA4,203784950020,R07C01,G03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435397/suppl/GSM5435397_203784950020_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435397/suppl/GSM5435397_203784950020_R07C01_Red.idat.gz,
GSM5435398,Methylation_HC1_sp3_Normal_Control_ox21_p9,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1189,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p9,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-03-28,12:00,NA,9,NA,41.16666667,20.79166667,6.875,0.5,5.40855,3.435241868,20.29870486,48.03155246,13,WG6994425-MSA4,203839170025,R05C01,E01,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435398/suppl/GSM5435398_203839170025_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435398/suppl/GSM5435398_203839170025_R05C01_Red.idat.gz,
GSM5435399,Methylation_HC1_sp3_Normal_Control_ox21_p10,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1190,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p10,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-04-04,12:00,NA,10,NA,48.16666667,27.79166667,7,0.5,5.4201,3.438319469,23.73702433,48.86107923,13,WG6994409-MSA4,203784950018,R07C01,G12,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435399/suppl/GSM5435399_203784950018_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435399/suppl/GSM5435399_203784950018_R07C01_Red.idat.gz,
GSM5435400,Methylation_HC1_sp3_Normal_Control_ox21_p11,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1191,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p11,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-04-11,23:00,NA,11,NA,55.125,34.75,6.958333333,1,3.821475,2.934129592,26.67115393,56.91636812,13,WG6994416-MSA4,203784950082,R06C01,F08,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435400/suppl/GSM5435400_203784950082_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435400/suppl/GSM5435400_203784950082_R06C01_Red.idat.gz,
GSM5435401,Methylation_HC1_sp3_Normal_Control_ox21_p12,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1192,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p12,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-04-18,16:00,NA,12,NA,62.33333333,41.95833333,7.208333333,1,5.9388,2.570171448,29.24132537,67.31068471,13,WG6994409-MSA4,203774260088,R05C01,E07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435401/suppl/GSM5435401_203774260088_R05C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435401/suppl/GSM5435401_203774260088_R05C01_Red.idat.gz,
GSM5435402,Methylation_HC1_sp3_Normal_Control_ox21_p13,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1193,HC1_sp3_Normal_Control_ox21,HC1_sp3_Normal_Control_ox21_p13,hFB12,HC1,Primary Human Fibroblast (breast),male,Normal,18,3,2,Control,21,2019-04-25,14:00,NA,13,NA,69.25,48.875,6.916666667,0,5.03505,2.332006105,31.57333148,71.1833471,13,WG6994416-MSA4,203774260153,R07C01,G07,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435402/suppl/GSM5435402_203774260153_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435402/suppl/GSM5435402_203774260153_R07C01_Red.idat.gz,
GSM5435403,Methylation_HC2_sp3_Normal_Control_ox21_p6,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1197,HC2_sp3_Normal_Control_ox21,HC2_sp3_Normal_Control_ox21_p6,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,3,2,Control,21,2019-03-07,17:00,NA,6,NA,21.25,0,7.125,0.25,9.639,5.268883482,9.655412872,32.45469379,14,WG6994409-MSA4,203784950020,R06C01,F03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435403/suppl/GSM5435403_203784950020_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435403/suppl/GSM5435403_203784950020_R06C01_Red.idat.gz,Treatment Start
GSM5435404,Methylation_HC2_sp3_Normal_Control_ox21_p7,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1198,HC2_sp3_Normal_Control_ox21,HC2_sp3_Normal_Control_ox21_p7,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,3,2,Control,21,2019-03-14,14:00,NA,7,NA,28.125,6.875,6.875,0.25,10.25655,5.358473627,15.0138865,30.79235086,14,WG6994417-MSA4,203774260086,R07C01,G03,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435404/suppl/GSM5435404_203774260086_R07C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435404/suppl/GSM5435404_203774260086_R07C01_Red.idat.gz,
GSM5435405,Methylation_HC2_sp3_Normal_Control_ox21_p8,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1199,HC2_sp3_Normal_Control_ox21,HC2_sp3_Normal_Control_ox21_p8,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,3,2,Control,21,2019-03-21,15:00,NA,8,NA,35.16666667,13.91666667,7.041666667,0.25,7.6041,4.926777505,19.940664,34.3023406,14,WG6994409-MSA4,203774260087,R02C01,B06,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435405/suppl/GSM5435405_203774260087_R02C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435405/suppl/GSM5435405_203774260087_R02C01_Red.idat.gz,
GSM5435406,Methylation_HC2_sp3_Normal_Control_ox21_p9,Primary Human Fibroblast (breast),Homo sapiens,GSE179847,1200,HC2_sp3_Normal_Control_ox21,HC2_sp3_Normal_Control_ox21_p9,hFB13,HC2,Primary Human Fibroblast (breast),female,Normal,18,3,2,Control,21,2019-03-28,12:00,NA,9,NA,42.04166667,20.79166667,6.875,0.25,7.92,4.98550043,24.92616443,33.09597548,14,WG6994416-MSA4,203774260120,R06C01,F11,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435406/suppl/GSM5435406_203774260120_R06C01_Grn.idat.gz|ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5435nnn/GSM5435406/suppl/GSM5435406_203774260120_R06C01_Red.idat.gz,
