geo_sample_id,title,source_name,organism,geo_accession,char_study_sample_id,char_cell_line_group,char_unique_variable_name,char_cell_line,char_inhouse_cell_line_name,char_cell_type,char_sex,char_clinical_condition,char_donor_age,char_study_part,char_replicate_line,char_treatments,char_percent_oxygen,char_date_of_passage,char_time_of_passage,char_pre_designated_time_point_udays,char_passage,char_pre_study_passages_udivisions,char_days_grown_udays,char_days_per_passage_udays,char_cells_plated_umillioncells,char_cells_counted_with_dead_umillioncells,char_divisions_per_passage_udoublings,char_population_doublings_utotal_divisions,char_population_doubling_time_uhours_per_division,char_rnaseq_sampleid,char_rnaseq_well_position,char_rnaseq_count_uread_transcripts,char_rnaseq_yield,char_rnaseq_quality,char_rnaseq_base_30,char_rnaseq_rin,char_rnaseq_rnatotal_ng,char_rnaseq_dv200,char_rnaseq_dna_ng,supplementary_files,char_notes
GSM5435909,HC2_sp4_Normal_Galactose_ox21_p15,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1529,HC2_sp4_Normal_Galactose_ox21,HC2_sp4_Normal_Galactose_ox21_p15,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,Galactose,21,2019-08-08,13:50:00,NA,15,NA,93.78472222,9.888888889,0.5,7.8174,5.665686603,52.48434457,41.88959785,334,34,43495258,13049,35.35,91.19,9.9,1425.76,87.31,0,,
GSM5435910,HC2_sp4_Normal_Galactose_ox21_p17,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1531,HC2_sp4_Normal_Galactose_ox21,HC2_sp4_Normal_Galactose_ox21_p17,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,Galactose,21,2019-08-22,12:00:00,NA,17,NA,107.7083333,7.003472222,1,8.206275,3.036727501,58.68598704,55.3501535,335,34,45174964,13552,35.53,92.04,9.8,1501.92,85.01,0,,
GSM5435911,HC2_sp4_Normal_Galactose_ox21_p19,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1533,HC2_sp4_Normal_Galactose_ox21,HC2_sp4_Normal_Galactose_ox21_p19,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,Galactose,21,2019-09-05,17:00:00,NA,19,NA,121.9166667,7.166666667,1,8.3844,3.067707546,63.59279757,56.06792611,336,34,41683630,12505,35.39,91.41,9.7,1648.36,84.36,0,,
GSM5435912,HC2_sp4_Normal_Galactose_ox21_p20,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1534,HC2_sp4_Normal_Galactose_ox21,HC2_sp4_Normal_Galactose_ox21_p20,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,Galactose,21,2019-09-12,13:00:00,NA,20,NA,128.75,6.833333333,1.5,2.41644,1.272883173,64.86568074,128.8413607,337,34,47419218,14226,35.58,92.2,9.3,1129.52,82.62,0,,
GSM5435913,HC2_sp4_Normal_Galactose_ox21_p25,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1539,HC2_sp4_Normal_Galactose_ox21,HC2_sp4_Normal_Galactose_ox21_p25,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,Galactose,21,2019-10-17,12:50:00,NA,25,NA,163.7430556,6.888888889,1.25,1.83105,0,68.5271014,0,338,34,40188218,12056,35.56,92.13,8.8,443.24,77.68,0,,
GSM5435914,HC2_sp4_Normal_2-Deoxyglucose_ox21_p5,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1567,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p5,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-05-23,11:20:00,NA,5,NA,16.68055556,5.034722222,0.25,15.22575,3.92844139,6.91180899,30.75859389,339,34,42319195,12696,35.55,92.09,9.7,925.12,79.51,0,,Treatment Start
GSM5435915,HC2_sp4_Normal_2-Deoxyglucose_ox21_p7,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1569,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p7,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-06-06,11:20:00,NA,7,NA,30.68055556,6.930555556,0.5,1.5362025,2.619368403,12.50565164,63.50131321,340,34,45713243,13714,35.47,91.73,9.1,499.24,80.81,0,,
GSM5435916,HC2_sp4_Normal_2-Deoxyglucose_ox21_p9,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1571,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p9,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-06-20,12:40:00,NA,9,NA,44.73611111,7.038194444,1,3.32175,1.731943498,16.99240249,97.53012547,341,35,39167012,11750,35.51,91.87,9.5,902.16,82.91,0,,
GSM5435917,HC2_sp4_Normal_2-Deoxyglucose_ox21_p11,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1573,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p11,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-07-04,13:05:00,NA,11,NA,58.75347222,6.961805556,1.5,4.4541,2.155133949,21.37459974,77.52805037,342,35,39947215,11984,35.45,91.67,9.7,948.36,83.12,0,,
GSM5435918,HC2_sp4_Normal_2-Deoxyglucose_ox21_p13,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1575,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p13,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-07-18,11:30:00,NA,13,NA,72.6875,6.9375,0.86,5.3397,1.831796189,25.53399708,90.89439154,343,35,44045123,13214,35.62,92.42,9.7,1619.52,85.79,0,,
GSM5435919,HC2_sp4_Normal_2-Deoxyglucose_ox21_p15,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1577,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p15,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-08-08,14:20:00,NA,15,NA,93.80555556,9.888888889,1,7.0644,3.355898766,32.54580675,70.72124335,344,35,38759059,11628,35.52,91.96,9.6,1199.52,82.3,0,,
GSM5435920,HC2_sp4_Normal_2-Deoxyglucose_ox21_p17,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1579,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p17,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-08-22,13:35:00,NA,17,NA,107.7743056,7.024305556,1.5,7.15575,2.254140484,36.77615504,74.78829937,345,35,42702210,12811,35.68,92.69,9.6,844.76,81.65,0,,
GSM5435921,HC2_sp4_Normal_2-Deoxyglucose_ox21_p19,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1581,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p19,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-09-05,17:30:00,NA,19,NA,121.9375,7.138888889,1.5,4.848,1.692427198,40.25968781,101.2352753,346,35,41215698,12365,35.65,92.58,9.8,1134.84,83.98,0,,
GSM5435922,HC2_sp4_Normal_2-Deoxyglucose_ox21_p20,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1582,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p20,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-09-12,14:00:00,NA,20,NA,128.7916667,6.854166667,1.5,6.557625,2.128210902,42.38789871,77.29497101,347,35,41917111,12575,35.65,92.59,9.9,1198.68,84.35,0,,
GSM5435923,HC2_sp4_Normal_2-Deoxyglucose_ox21_p22,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1584,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p22,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-09-26,15:35:00,NA,22,NA,142.8576389,7.024305556,1.5,4.848,1.692427198,45.89257767,99.61039006,348,35,43856428,13157,35.57,92.24,9.7,1173.48,85.17,0,,
GSM5435924,HC2_sp4_Normal_2-Deoxyglucose_ox21_p24,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1586,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p24,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-10-10,16:15:00,NA,24,NA,156.8854167,7.079861111,1.5,7.43865,1.310078318,49.00381465,129.6996251,349,35,39756708,11927,35.59,92.28,9.7,1322.72,85.71,0,,
GSM5435925,HC2_sp4_Normal_2-Deoxyglucose_ox21_p25,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1587,HC2_sp4_Normal_2-Deoxyglucose_ox21,HC2_sp4_Normal_2-Deoxyglucose_ox21_p25,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,2-Deoxyglucose,21,2019-10-17,13:35:00,NA,25,NA,163.7743056,6.888888889,1.5,5.2983,1.820567033,50.82438168,90.81419706,350,35,39497492,11849,35.56,92.22,9.6,955.64,83.59,0,,
GSM5435926,HC2_sp4_Normal_betahydroxybutyrate_ox21_p5,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1615,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p5,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-05-23,11:20:00,NA,5,NA,16.68055556,5.034722222,0.25,15.22575,3.92844139,6.91180899,30.75859389,351,36,42679780,12804,35.64,92.56,9.7,1322.72,80.74,0,,Treatment Start
GSM5435927,HC2_sp4_Normal_betahydroxybutyrate_ox21_p7,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1617,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p7,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-06-06,11:55:00,NA,7,NA,30.70486111,6.934027778,0.25,6.273,4.649155563,16.26873228,35.79503082,352,36,39891083,11967,35.52,92,9.8,1395.8,81.76,0,,
GSM5435928,HC2_sp4_Normal_betahydroxybutyrate_ox21_p9,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1619,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p9,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-06-20,12:55:00,NA,9,NA,44.74652778,7.038194444,0.25,4.0086,4.003098465,25.03142337,42.19648059,353,36,49263093,14779,35.5,91.76,9.4,767.2,81.47,0,,
GSM5435929,HC2_sp4_Normal_betahydroxybutyrate_ox21_p11,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1621,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p11,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-07-04,13:25:00,NA,11,NA,58.76736111,6.965277778,0.5,5.1912,4.376068071,33.3614178,38.20019798,354,36,46755949,14027,35.51,91.86,9.8,1052.8,84.1,0,,
GSM5435930,HC2_sp4_Normal_betahydroxybutyrate_ox21_p13,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1623,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p13,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-07-18,11:30:00,NA,13,NA,72.6875,6.9375,0.16,5.28735,3.40254483,40.36688266,48.93396217,355,36,49026087,14708,35.47,91.72,10,1428,85.52,0,,
GSM5435931,HC2_sp4_Normal_betahydroxybutyrate_ox21_p15,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1625,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p15,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-08-08,14:20:00,NA,15,NA,93.80555556,9.888888889,0.5,6.99,5.12722055,51.18881803,46.28888713,356,36,50803242,15241,35.38,91.24,9.9,1624,86.09,0,,
GSM5435932,HC2_sp4_Normal_betahydroxybutyrate_ox21_p17,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1627,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p17,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-08-22,13:35:00,NA,17,NA,107.7743056,7.024305556,1.5,3.5931,1.845229088,56.37601152,91.36173631,357,36,43142422,12943,35.03,89.73,9.8,10976,83.97,0,,
GSM5435933,HC2_sp4_Normal_betahydroxybutyrate_ox21_p18,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1628,HC2_sp4_Normal_betahydroxybutyrate_ox21,HC2_sp4_Normal_betahydroxybutyrate_ox21_p18,HC2,hFB13,Primary Human Fibroblast (breast),female,Normal,18,4,0,betahydroxybutyrate,21,2019-08-29,14:10:00,NA,18,NA,114.7986111,7.024305556,1.5,5.3457,1.833416375,58.20942789,91.95038051,358,36,46191959,13858,35.32,90.99,9.7,929.6,83.43,0,,
GSM5435934,Technical_replicate_sp2_Normal__ox21_p_359,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1906,Technical_replicate_sp2_Normal__ox21,Technical_replicate_sp2_Normal__ox21_p,,,Primary Human Fibroblast (breast),male,Normal,18,2,0,Control,21,,,NA,NA,NA,10,1,1,1,,,,359,36,43748428,13125,35.54,92.05,10,1187.2,85.36,0,,Technical_replicate
GSM5435935,Technical_replicate_sp2_Normal__ox21_p_360,Primary Human Fibroblast (breast),Homo sapiens,GSE179848,1907,Technical_replicate_sp2_Normal__ox21,Technical_replicate_sp2_Normal__ox21_p,,,Primary Human Fibroblast (breast),male,Normal,18,2,0,Control,21,,,NA,NA,NA,10,1,1,1,,,,360,36,45603886,13681,35.42,91.47,10,1181.6,82.86,0,,Technical_replicate
