sample_id,cell_line,passage,study_part,percent_oxygen,treatment_clean,treatment_full,pdl,percent_lifespan,clinical_condition,donor_age,cell_type,sex,days_grown,telomere_length,telomere_length_cv,mtdna_cn,rnaseq_id,methylation_basename,clock_horvath1,clock_horvath2,clock_hannum,clock_phenoage,clock_grimage,clock_dnamtl,clock_dnamsen,clock_skin,clock_dunedin,grim_adm,grim_b2m,grim_cystatin,grim_gdf15,grim_leptin,grim_pai1,grim_timp1,pdl_norm,pdl_bin,has_rna,has_met,has_telomere,has_mtdna,has_img,has_clocks,n_modalities,rna_matrix_col,met_matrix_col,fold,senescence_score,sasp_score,mito_rna_score
440,hFB6,21.0,2,21,Control,Control_21,21.35,,SURF1_Mutation,1.0,Primary Human Fibroblast (forearm),male,74.96,0.75,0.0,620.96,,203784950093_R05C01,46.12,7.32,-3.19,-7.59,16.1,6.0,-0.11,67.9,0.137625365,271.44,1280136.57,578190.48,-445.63,29116.68,2385.25,27695.0,0.8462148236226714,late,False,True,True,True,True,True,4,,203784950093_R05C01 beta,1.0,,,
442,hFB6,23.0,2,21,Control,Control_21,22.49,,SURF1_Mutation,1.0,Primary Human Fibroblast (forearm),male,85.08,,,,5.0,,,,,,,,,,,,,,,,,,0.8913991280221957,late,True,False,False,False,True,False,2,Sample_5,,1.0,-0.17947003115870433,0.5358575157395321,-0.15525955145878345
443,hFB6,24.0,2,21,Control,Control_21,23.12,,SURF1_Mutation,1.0,Primary Human Fibroblast (forearm),male,90.17,0.71,0.02,607.36,,203774260141_R04C01,41.73,10.66,0.54,-5.53,15.77,5.8,1.28,66.55,0.16653169,277.37,1295515.92,586647.28,-406.82,28570.29,-1560.35,27272.24,0.9163694015061435,late,False,True,True,True,True,True,4,,203774260141_R04C01 beta,1.0,,,
445,hFB6,26.0,2,21,Control,Control_21,23.82,,SURF1_Mutation,1.0,Primary Human Fibroblast (forearm),male,100.29,,,,6.0,,,,,,,,,,,,,,,,,,0.9441141498216409,late,True,False,False,False,True,False,2,Sample_6,,1.0,-0.3720373146817224,0.2333238867464625,-0.03803114313287964
446,hFB6,27.0,2,21,Control,Control_21,24.11,,SURF1_Mutation,1.0,Primary Human Fibroblast (forearm),male,105.04,0.55,0.0,850.05,,203769830136_R02C01,49.45,12.49,1.42,-5.31,16.98,5.87,-1.85,69.47,0.235746405,273.2,1326573.43,576736.95,-232.69,30032.77,1581.47,27428.68,0.9556084026952041,late,False,True,True,True,True,True,4,,203769830136_R02C01 beta,1.0,,,
451,hFB6,32.0,2,21,Control,Control_21,25.23,,SURF1_Mutation,1.0,Primary Human Fibroblast (forearm),male,140.38,,,,7.0,,,,,,,,,,,,,,,,,,1.0,late,True,False,False,False,True,False,2,Sample_7,,1.0,-0.04910354607027216,0.7467173497911755,-0.2210999405782339
454,hFB7,7.0,2,21,Control,Control_21,3.63,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,8.04,1.2,0.02,558.47,,203774260133_R03C01,31.58,6.91,-13.49,16.75,33.23,5.83,-1.91,53.99,0.423720068,315.4,1281334.24,675591.94,-242.61,25265.64,7767.54,30121.88,0.0989100817438692,early,False,True,True,True,False,True,3,,203774260133_R03C01 beta,2.0,,,
456,hFB7,9.0,2,21,Control,Control_21,9.18,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,16.25,0.84,0.16,338.39,,203774260113_R07C01,33.05,5.75,-14.3,22.37,32.21,5.82,0.05,57.72,0.399708159,308.08,1219376.85,685197.17,-263.89,27259.64,2815.86,30428.58,0.2501362397820163,early,False,True,True,True,True,True,4,,203774260113_R07C01 beta,2.0,,,
457,hFB7,10.0,2,21,Control,Control_21,12.14,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,21.13,,,,8.0,,,,,,,,,,,,,,,,,,0.3307901907356948,mid,True,False,False,False,True,False,2,Sample_8,,2.0,0.45540195366449365,0.3817998588142562,-0.4864781864588631
458,hFB7,11.0,2,21,Control,Control_21,14.77,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,26.08,0.59,0.02,355.11,,203774260104_R06C01,38.28,14.7,-7.91,39.52,32.71,5.74,0.5,68.88,0.59814014,293.79,1293831.19,723539.82,-187.13,30581.28,-245.08,31578.31,0.4024523160762942,mid,False,True,True,True,True,True,4,,203774260104_R06C01 beta,2.0,,,
460,hFB7,13.0,2,21,Control,Control_21,21.04,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,38.25,,,,9.0,,,,,,,,,,,,,,,,,,0.5732970027247956,mid,True,False,False,False,True,False,2,Sample_9,,2.0,0.3266607945243627,0.25306504071407837,-0.975395909160519
461,hFB7,14.0,2,21,Control,Control_21,23.91,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,42.96,0.47,0.28,507.28,,203774260157_R01C01,50.47,23.92,-6.93,54.06,37.69,5.8,1.33,78.73,0.731660269,264.7,1299899.96,740451.95,-82.7,36343.36,7319.28,31983.83,0.6514986376021797,mid,False,True,True,True,True,True,4,,203774260157_R01C01 beta,2.0,,,
463,hFB7,16.0,2,21,Control,Control_21,27.32,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,53.88,,,,10.0,,,,,,,,,,,,,,,,,,0.7444141689373297,late,True,False,False,False,True,False,2,Sample_10,,2.0,0.4246113622509417,0.44180375931503085,-0.8851688083879414
464,hFB7,17.0,2,21,Control,Control_21,28.53,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,58.96,0.76,0.04,574.64,,203774260128_R03C01,51.84,29.05,-2.26,55.14,36.22,5.62,2.82,86.73,0.796916746,287.49,1307656.85,724750.14,-11.29,39326.53,4851.01,32149.38,0.7773841961852861,late,False,True,True,True,True,True,4,,203774260128_R03C01 beta,2.0,,,
466,hFB7,19.0,2,21,Control,Control_21,30.08,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,69.0,,,,11.0,,,,,,,,,,,,,,,,,,0.8196185286103541,late,True,False,False,False,True,False,2,Sample_11,,2.0,-0.04281764496352272,0.4069782398720543,-0.23972461448669044
467,hFB7,20.0,2,21,Control,Control_21,30.83,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,74.0,0.41,0.04,930.8,,203784950087_R06C01,54.19,27.75,-1.83,51.75,39.96,5.56,2.84,84.54,0.750333421,285.63,1331790.06,714012.64,1551.03,37810.62,4883.61,32063.57,0.8400544959128065,late,False,True,True,True,True,True,4,,203784950087_R06C01 beta,2.0,,,
469,hFB7,22.0,2,21,Control,Control_21,32.03,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,84.0,,,,12.0,,,,,,,,,,,,,,,,,,0.8727520435967302,late,True,False,False,False,True,False,2,Sample_12,,2.0,0.166962983506375,0.5047975502201996,-0.3099086852909101
473,hFB7,26.0,2,21,Control,Control_21,33.58,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,103.88,0.43,0.01,1174.38,,203774260075_R06C01,61.58,22.47,4.06,41.31,40.34,5.49,2.94,89.46,0.706392165,323.05,1434918.6,637400.01,-339.29,39026.31,5985.51,31896.31,0.9149863760217982,late,False,True,True,True,True,True,4,,203774260075_R06C01 beta,2.0,,,
475,hFB7,28.0,2,21,Control,Control_21,35.31,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,115.92,,,,13.0,,,,,,,,,,,,,,,,,,0.962125340599455,late,True,False,False,False,True,False,2,Sample_13,,2.0,0.2921381515563876,1.1318183833289375,0.2709080716853652
478,hFB7,31.0,2,21,Control,Control_21,36.59,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,135.88,,,,14.0,,,,,,,,,,,,,,,,,,0.9970027247956403,late,True,False,False,False,True,False,2,Sample_14,,2.0,0.34129048502453757,1.9320960357781767,0.5735346945218415
480,hFB7,33.0,2,21,Control,Control_21,36.7,,SURF1_Mutation,11.0,Primary Human Fibroblast (forearm),male,151.75,0.5,0.22,931.84,,203784950089_R01C01,51.74,7.45,2.18,58.69,34.79,5.18,7.35,87.99,0.523573428,374.46,1425106.05,585660.64,-401.67,33506.59,2202.95,30443.1,1.0,late,False,True,True,True,True,True,4,,203784950089_R01C01 beta,2.0,,,
483,hFB8,11.0,2,21,Control,Control_21,4.4,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,8.04,0.89,0.0,343.85,,203833030066_R07C01,21.86,8.12,-23.06,1.96,37.58,5.45,0.95,65.05,0.427288586,413.44,1181642.62,663987.47,-583.51,32989.04,9004.25,30074.04,0.12827988338192423,early,False,True,True,True,False,True,3,,203833030066_R07C01 beta,1.0,,,
485,hFB8,13.0,2,21,Control,Control_21,10.5,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,17.25,0.96,0.01,308.94,,203784950045_R06C01,21.22,7.28,-19.06,2.12,38.11,5.53,2.2,69.01,0.379241977,423.47,1130173.77,652995.21,-651.3,35513.25,5846.34,30294.54,0.30612244897959184,early,False,True,True,True,True,True,4,,203784950045_R06C01 beta,1.0,,,
486,hFB8,14.0,2,21,Control,Control_21,13.54,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,22.08,,,,15.0,,,,,,,,,,,,,,,,,,0.3947521865889213,mid,True,False,False,False,True,False,2,Sample_15,,1.0,0.7839662308380209,0.45091670839500764,-0.398649542076025
487,hFB8,15.0,2,21,Control,Control_21,16.74,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,27.92,0.63,0.02,360.43,,203784950087_R05C01,28.4,10.75,-20.01,10.66,36.2,5.5,3.91,71.89,0.371977393,398.84,1189005.58,688812.99,-529.86,36204.16,5340.41,30234.68,0.4880466472303207,mid,False,True,True,True,True,True,4,,203784950087_R05C01 beta,1.0,,,
489,hFB8,17.0,2,21,Control,Control_21,21.35,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,38.04,,,,16.0,,,,,,,,,,,,,,,,,,0.6224489795918369,mid,True,False,False,False,True,False,2,Sample_16,,1.0,0.40432146460734253,0.6347840174471169,-0.12588164121459214
490,hFB8,18.0,2,21,Control,Control_21,23.23,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,42.92,0.47,0.03,507.41,,203769830136_R06C01,25.51,12.82,-20.37,10.39,36.73,5.25,4.57,78.69,0.399830864,405.07,1198589.63,667768.33,-496.2,37739.48,1812.74,30371.9,0.6772594752186589,late,False,True,True,True,True,True,4,,203769830136_R06C01 beta,1.0,,,
492,hFB8,20.0,2,21,Control,Control_21,25.02,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,53.04,,,,17.0,,,,,,,,,,,,,,,,,,0.7294460641399417,late,True,False,False,False,True,False,2,Sample_17,,1.0,0.45250089490801804,0.8209058397952177,-0.04968124216252892
493,hFB8,21.0,2,21,Control,Control_21,25.98,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,58.13,0.42,0.0,976.7,,203836210089_R06C01,27.36,17.79,-19.53,7.4,39.1,5.3,4.92,80.99,0.327876541,433.15,1268700.46,660228.02,-516.36,39426.77,5783.93,30378.12,0.7574344023323616,late,False,True,True,True,True,True,4,,203836210089_R06C01 beta,1.0,,,
495,hFB8,23.0,2,21,Control,Control_21,27.06,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,68.29,,,,18.0,,,,,,,,,,,,,,,,,,0.7889212827988339,late,True,False,False,False,True,False,2,Sample_18,,1.0,0.24985293436524947,1.1384933620562272,0.597356264229685
496,hFB8,24.0,2,21,Control,Control_21,27.25,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,73.13,0.43,0.15,,,203784950092_R05C01,30.89,15.1,-22.57,-7.73,39.56,5.22,4.59,86.45,0.324780249,442.02,1255862.55,617076.23,-701.46,39453.93,152.7,30233.59,0.794460641399417,late,False,True,True,False,True,True,3,,203784950092_R05C01 beta,1.0,,,
498,hFB8,26.0,2,21,Control,Control_21,28.58,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,83.17,,,,19.0,,,,,,,,,,,,,,,,,,0.8332361516034985,late,True,False,False,False,True,False,2,Sample_19,,1.0,0.35585413455057596,1.0099901949607164,0.10021117601396146
499,hFB8,27.0,2,21,Control,Control_21,28.96,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,88.21,0.57,0.05,872.02,,203784950082_R04C01,39.48,25.62,-16.73,5.34,37.48,5.33,4.0,80.01,0.366903504,412.17,1345699.53,644034.5,-436.21,41410.16,2416.29,29352.6,0.8443148688046648,late,False,True,True,True,True,True,4,,203784950082_R04C01 beta,1.0,,,
501,hFB8,29.0,2,21,Control,Control_21,30.02,,SURF1_Mutation,10.0,Primary Human Fibroblast (forearm),female,98.13,,,,20.0,,,,,,,,,,,,,,,,,,0.8752186588921284,late,True,False,False,False,True,False,2,Sample_20,,1.0,0.12154086994048034,0.8480913598657076,0.013038402836839987
508,hFB12,6.0,2,21,DEX,DEX_21,15.37,,Normal,18.0,Primary Human Fibroblast (breast),male,21.21,,,,71.0,,,,,,,,,,,,,,,,,,0.22454346238130019,early,True,False,False,False,True,False,2,Sample_71,,0.0,-0.012450964081555826,-0.8863420628911739,-0.22926729222631453
509,hFB12,7.0,2,21,DEX,DEX_21,19.15,,Normal,18.0,Primary Human Fibroblast (breast),male,27.04,0.93,0.01,519.4,,203774260153_R05C01,36.92,10.27,-18.63,14.75,43.52,5.39,-2.2,,0.671320222,360.39,1546737.5,659454.3,35.1,21462.89,25588.89,29839.95,0.2797662527392257,early,False,True,True,True,True,True,4,,203774260153_R05C01 beta,0.0,,,
511,hFB12,9.0,2,21,DEX,DEX_21,22.96,,Normal,18.0,Primary Human Fibroblast (breast),male,37.33,,,,72.0,,,,,,,,,,,,,,,,,,0.33542731921110297,mid,True,False,False,False,True,False,2,Sample_72,,0.0,-0.34194110278958534,-0.5020695114420939,-0.38268515315822244
512,hFB12,10.0,2,21,DEX,DEX_21,24.56,,Normal,18.0,Primary Human Fibroblast (breast),male,42.04,1.02,0.03,396.18,,203784950085_R05C01,41.16,12.69,-14.34,15.16,40.06,5.31,-1.0,,0.683099018,348.14,1502153.78,656255.16,109.11,28361.1,21875.04,30620.86,0.35880204528853177,mid,False,True,True,True,True,True,4,,203784950085_R05C01 beta,0.0,,,
514,hFB12,12.0,2,21,DEX,DEX_21,28.0,,Normal,18.0,Primary Human Fibroblast (breast),male,52.96,,,,73.0,,,,,,,,,,,,,,,,,,0.40905770635500366,mid,True,False,False,False,True,False,2,Sample_73,,0.0,-0.038571424868544854,-0.5871842032362262,-0.5156036168700288
515,hFB12,13.0,2,21,DEX,DEX_21,29.15,,Normal,18.0,Primary Human Fibroblast (breast),male,58.04,1.08,0.01,534.77,,203784950010_R07C01,37.61,10.28,-17.52,25.85,36.51,5.13,1.64,,0.653442999,355.91,1310341.1,698923.1,236.2,28692.85,15748.4,30660.58,0.42585829072315556,mid,False,True,True,True,True,True,4,,203784950010_R07C01 beta,0.0,,,
517,hFB12,15.0,2,21,DEX,DEX_21,32.19,,Normal,18.0,Primary Human Fibroblast (breast),male,68.08,,,,74.0,,,,,,,,,,,,,,,,,,0.47027027027027024,mid,True,False,False,False,True,False,2,Sample_74,,0.0,0.09316467306528455,-0.48854233842878436,-0.2741976969030306
518,hFB12,16.0,2,21,DEX,DEX_21,33.45,,Normal,18.0,Primary Human Fibroblast (breast),male,73.08,0.69,0.05,386.68,,203784950092_R07C01,40.86,11.29,-11.71,31.71,33.41,5.18,0.01,,0.67673352,352.03,1115010.32,727448.07,408.04,29831.17,9182.12,31148.01,0.48867786705624544,mid,False,True,True,True,True,True,4,,203784950092_R07C01 beta,0.0,,,
520,hFB12,18.0,2,21,DEX,DEX_21,34.45,,Normal,18.0,Primary Human Fibroblast (breast),male,83.08,,,,75.0,,,,,,,,,,,,,,,,,,0.5032870708546384,mid,True,False,False,False,True,False,2,Sample_75,,0.0,0.17863561909163034,-0.6705799126290367,-0.1339873432626866
521,hFB12,19.0,2,21,DEX,DEX_21,35.72,,Normal,18.0,Primary Human Fibroblast (breast),male,88.04,0.66,0.01,500.59,,203784950028_R01C01,45.32,15.74,-10.87,45.67,32.58,5.11,0.05,,0.67850789,356.29,1076840.26,738924.33,455.41,31394.77,10228.16,30479.65,0.5218407596785974,mid,False,True,True,True,True,True,4,,203784950028_R01C01 beta,0.0,,,
523,hFB12,21.0,2,21,DEX,DEX_21,37.97,,Normal,18.0,Primary Human Fibroblast (breast),male,98.08,,,,76.0,,,,,,,,,,,,,,,,,,0.5547114682249817,mid,True,False,False,False,True,False,2,Sample_76,,0.0,0.15298861853241782,-0.6396714663712453,-0.14914299548030657
526,hFB12,24.0,2,21,DEX,DEX_21,40.11,,Normal,18.0,Primary Human Fibroblast (breast),male,115.0,,,,77.0,,,,,,,,,,,,,,,,,,0.5859751643535427,mid,True,False,False,False,True,False,2,Sample_77,,0.0,0.33580398880061846,-0.4272959044583608,0.13917530440953882
527,hFB12,25.0,2,21,DEX,DEX_21,41.09,,Normal,18.0,Primary Human Fibroblast (breast),male,120.96,0.66,0.02,728.41,,203784950045_R05C01,45.54,15.53,-2.87,42.12,31.72,5.19,-0.56,,0.683344993,330.7,1237312.23,704115.54,400.06,32363.44,10800.08,31307.49,0.6002921840759678,mid,False,True,True,True,True,True,4,,203784950045_R05C01 beta,0.0,,,
529,hFB12,27.0,2,21,DEX,DEX_21,42.9,,Normal,18.0,Primary Human Fibroblast (breast),male,134.96,,,,78.0,,,,,,,,,,,,,,,,,,0.6267348429510591,mid,True,False,False,False,True,False,2,Sample_78,,0.0,0.187445929900222,-0.5719840428389766,-0.5549188515360822
530,hFB12,28.0,2,21,DEX,DEX_21,43.86,,Normal,18.0,Primary Human Fibroblast (breast),male,142.88,0.66,0.27,803.24,,203784950027_R02C01,46.98,15.09,1.81,27.43,31.98,5.37,-0.51,,0.73002175,314.42,1384112.45,710504.8,144.83,33316.72,16554.85,31392.76,0.6407596785975164,mid,False,True,True,True,True,True,4,,203784950027_R02C01 beta,0.0,,,
532,hFB12,30.0,2,21,DEX,DEX_21,45.72,,Normal,18.0,Primary Human Fibroblast (breast),male,157.92,,,,79.0,,,,,,,,,,,,,,,,,,0.6679327976625273,late,True,False,False,False,True,False,2,Sample_79,,0.0,0.19754562093114578,-0.46856976000363754,0.06661529022991039
533,hFB12,31.0,2,21,DEX,DEX_21,46.74,,Normal,18.0,Primary Human Fibroblast (breast),male,165.88,0.52,0.02,913.98,,203774260140_R06C01,46.41,16.59,5.83,34.84,33.81,5.48,0.67,,0.775459465,318.47,1458056.93,703439.17,132.36,36849.94,13798.8,31749.28,0.6828341855368882,late,False,True,True,True,True,True,4,,203774260140_R06C01 beta,0.0,,,
535,hFB12,33.0,2,21,DEX,DEX_21,47.63,,Normal,18.0,Primary Human Fibroblast (breast),male,180.88,,,,80.0,,,,,,,,,,,,,,,,,,0.695836376917458,late,True,False,False,False,True,False,2,Sample_80,,0.0,-0.023487225592927458,-0.7078095626658777,0.0706471036532218
538,hFB12,36.0,2,21,DEX,DEX_21,49.55,,Normal,18.0,Primary Human Fibroblast (breast),male,202.0,,,,81.0,,,,,,,,,,,,,,,,,,0.7238860482103725,late,True,False,False,False,True,False,2,Sample_81,,0.0,-0.07957681110860869,-0.6992035674641457,-0.10312697832681578
539,hFB12,37.0,2,21,DEX,DEX_21,50.64,,Normal,18.0,Primary Human Fibroblast (breast),male,210.83,0.56,0.01,3105.11,,203833030065_R07C01,50.62,24.53,14.48,49.06,37.92,5.26,0.64,,0.693624276,317.5,1494390.33,729598.95,210.02,37877.69,13821.39,33334.53,0.7398100803506209,late,False,True,True,True,True,True,4,,203833030065_R07C01 beta,0.0,,,
544,hFB12,42.0,2,21,DEX,DEX_21,53.46,,Normal,18.0,Primary Human Fibroblast (breast),male,265.0,,,2444.75,,203774260104_R08C01,,,,,,,,,0.789110392,,,,,,,,0.781008035062089,late,False,True,False,True,False,True,2,,203774260104_R08C01 beta,0.0,,,
550,hFB13,6.0,2,21,DEX,DEX_21,16.05,,Normal,18.0,Primary Human Fibroblast (breast),female,22.08,,,,82.0,,,,,,,,,,,,,,,,,,0.19854032657100446,early,True,False,False,False,False,False,1,Sample_82,,1.0,0.2963651373131313,-0.8618346286063714,-0.04931640556951636
551,hFB13,7.0,2,21,DEX,DEX_21,20.46,,Normal,18.0,Primary Human Fibroblast (breast),female,27.92,1.41,0.01,336.61,,203774260106_R04C01,37.89,23.83,-12.74,8.19,51.8,5.5,0.74,,0.811113858,404.94,1582898.71,702379.21,2.46,25630.4,23849.21,31856.92,0.25309252845126173,early,False,True,True,True,True,True,4,,203774260106_R04C01 beta,1.0,,,
553,hFB13,9.0,2,21,DEX,DEX_21,25.28,,Normal,18.0,Primary Human Fibroblast (breast),female,38.04,,,,83.0,,,,,,,,,,,,,,,,,,0.31271647699158833,early,True,False,False,False,True,False,2,Sample_83,,1.0,0.16418903894121956,-0.5524776449130296,-0.3873809971312685
554,hFB13,10.0,2,21,DEX,DEX_21,27.36,,Normal,18.0,Primary Human Fibroblast (breast),female,42.92,1.17,0.04,390.21,,203833030104_R01C01,42.4,25.21,-9.9,11.29,47.76,5.46,2.8,,0.682785331,383.27,1596536.66,693774.8,-55.43,31021.29,19292.3,32118.46,0.3384463137060861,mid,False,True,True,True,True,True,4,,203833030104_R01C01 beta,1.0,,,
556,hFB13,12.0,2,21,DEX,DEX_21,32.31,,Normal,18.0,Primary Human Fibroblast (breast),female,53.04,,,,84.0,,,,,,,,,,,,,,,,,,0.3996783770410688,mid,True,False,False,False,True,False,2,Sample_84,,1.0,0.23612382847523491,-0.2510769602157631,-0.5810950881171786
557,hFB13,13.0,2,21,DEX,DEX_21,34.08,,Normal,18.0,Primary Human Fibroblast (breast),female,58.13,1.56,0.01,424.32,,203784950009_R07C01,43.14,26.73,-9.46,1.83,50.37,5.32,2.15,,0.724916324,408.21,1610080.56,705683.3,-20.08,36247.55,20722.63,32609.49,0.42157347847600196,mid,False,True,True,True,True,True,4,,203784950009_R07C01 beta,1.0,,,
559,hFB13,15.0,2,21,DEX,DEX_21,38.03,,Normal,18.0,Primary Human Fibroblast (breast),female,68.29,,,,85.0,,,,,,,,,,,,,,,,,,0.47043542800593763,mid,True,False,False,False,True,False,2,Sample_85,,1.0,0.18121875046910801,-0.38305129841905255,-0.6803059711148294
560,hFB13,16.0,2,21,DEX,DEX_21,39.1,,Normal,18.0,Primary Human Fibroblast (breast),female,73.13,0.87,0.0,448.35,,203774260120_R05C01,45.26,31.11,-7.51,13.17,47.66,5.63,1.96,,0.644533039,400.52,1567047.75,706994.0,157.43,35984.12,14854.24,32125.75,0.48367144977733795,mid,False,True,True,True,True,True,4,,203774260120_R05C01 beta,1.0,,,
562,hFB13,18.0,2,21,DEX,DEX_21,42.05,,Normal,18.0,Primary Human Fibroblast (breast),female,83.17,,,,86.0,,,,,,,,,,,,,,,,,,0.5201632855022266,mid,True,False,False,False,True,False,2,Sample_86,,1.0,0.030005388213364313,-0.3945161502406225,-0.6280409170994363
563,hFB13,19.0,2,21,DEX,DEX_21,43.42,,Normal,18.0,Primary Human Fibroblast (breast),female,88.21,0.76,0.0,512.91,,203839170025_R04C01,46.51,32.54,-0.22,5.0,44.58,5.59,1.7,,0.697684095,398.59,1511083.7,675944.14,110.86,37015.21,14251.42,31951.83,0.537110341415141,mid,False,True,True,True,True,True,4,,203839170025_R04C01 beta,1.0,,,
565,hFB13,21.0,2,21,DEX,DEX_21,46.0,,Normal,18.0,Primary Human Fibroblast (breast),female,98.13,,,,87.0,,,,,,,,,,,,,,,,,,0.5690252350321623,mid,True,False,False,False,True,False,2,Sample_87,,1.0,0.21588280311408486,-0.465288808135155,-0.7846742328076768
566,hFB13,22.0,2,21,DEX,DEX_21,46.5,,Normal,18.0,Primary Human Fibroblast (breast),female,103.25,0.96,0.03,906.86,,203784950047_R03C01,47.64,28.32,-2.9,11.16,44.74,5.46,1.1,,0.717604506,384.76,1616891.8,692599.53,288.35,38235.63,14166.61,32270.32,0.5752102919346858,mid,False,True,True,True,True,True,4,,203784950047_R03C01 beta,1.0,,,
568,hFB13,24.0,2,21,DEX,DEX_21,48.85,,Normal,18.0,Primary Human Fibroblast (breast),female,115.33,,,,88.0,,,,,,,,,,,,,,,,,,0.6042800593765463,mid,True,False,False,False,True,False,2,Sample_88,,1.0,0.22633663651702132,-0.6258573891478622,-0.3563978055673678
569,hFB13,25.0,2,21,DEX,DEX_21,50.07,,Normal,18.0,Primary Human Fibroblast (breast),female,122.04,1.15,0.0,624.58,,203784950009_R06C01,49.57,33.09,-4.95,11.78,45.07,5.55,1.76,,0.622473908,377.79,1623301.16,711423.13,156.92,38310.28,10163.95,31952.67,0.6193715982187036,mid,False,True,True,True,True,True,4,,203784950009_R06C01 beta,1.0,,,
571,hFB13,27.0,2,21,DEX,DEX_21,51.68,,Normal,18.0,Primary Human Fibroblast (breast),female,136.29,,,,89.0,,,,,,,,,,,,,,,,,,0.6392874814448293,mid,True,False,False,False,True,False,2,Sample_89,,1.0,-0.010658947672661689,-0.6504840957632173,-0.5672350637046026
572,hFB13,28.0,2,21,DEX,DEX_21,52.29,,Normal,18.0,Primary Human Fibroblast (breast),female,143.21,1.24,0.01,649.38,,203774260128_R05C01,45.65,35.96,-1.02,9.79,44.94,5.6,0.89,,0.684660373,368.85,1592890.2,705020.31,251.69,37527.18,8483.47,33000.68,0.6468332508659079,mid,False,True,True,True,False,True,3,,203774260128_R05C01 beta,1.0,,,
574,hFB13,30.0,2,21,DEX,DEX_21,54.08,,Normal,18.0,Primary Human Fibroblast (breast),female,158.21,,,,90.0,,,,,,,,,,,,,,,,,,0.668975754576942,late,True,False,False,False,True,False,2,Sample_90,,1.0,0.09450336410880153,-0.6966424746910042,-0.32625058647166494
575,hFB13,31.0,2,21,DEX,DEX_21,54.7,,Normal,18.0,Primary Human Fibroblast (breast),female,166.17,1.06,0.0,811.92,,203784950058_R02C01,45.32,26.49,-6.13,13.43,49.43,5.54,0.72,,0.745271028,381.12,1693922.09,723430.56,163.69,40819.61,12639.02,33848.52,0.6766452251360713,late,False,True,True,True,True,True,4,,203784950058_R02C01 beta,1.0,,,
577,hFB13,33.0,2,21,DEX,DEX_21,56.41,,Normal,18.0,Primary Human Fibroblast (breast),female,182.08,,,,91.0,,,,,,,,,,,,,,,,,,0.6977981197427016,late,True,False,False,False,True,False,2,Sample_91,,1.0,0.2538006302950551,-0.49767892946444975,-0.3549346020710995
578,hFB13,34.0,2,21,DEX,DEX_21,57.32,,Normal,18.0,Primary Human Fibroblast (breast),female,189.38,0.72,0.02,694.09,,203774260141_R06C01,48.25,27.82,2.53,15.24,54.2,5.55,2.04,,0.913766805,386.77,1727091.02,765769.28,309.54,42366.88,21541.0,35818.95,0.7090549233052944,late,False,True,True,True,True,True,4,,203774260141_R06C01 beta,1.0,,,
580,hFB13,36.0,2,21,DEX,DEX_21,59.03,,Normal,18.0,Primary Human Fibroblast (breast),female,202.25,,,,92.0,,,,,,,,,,,,,,,,,,0.7302078179119248,late,True,False,False,False,True,False,2,Sample_92,,1.0,0.08487498206205404,-0.5999126918814913,-0.4824672805939688
581,hFB13,37.0,2,21,DEX,DEX_21,60.35,,Normal,18.0,Primary Human Fibroblast (breast),female,211.17,1.0,0.01,778.0,,203784950027_R08C01,50.73,21.73,1.58,18.57,57.57,5.58,-0.02,,1.203188958,392.34,1820667.85,822377.44,414.31,42090.65,31181.5,37098.71,0.7465363681345868,late,False,True,True,True,True,True,4,,203784950027_R08C01 beta,1.0,,,
