sample_id,cell_line,passage,study_part,percent_oxygen,treatment_clean,treatment_full,pdl,percent_lifespan,clinical_condition,donor_age,cell_type,sex,days_grown,telomere_length,telomere_length_cv,mtdna_cn,rnaseq_id,methylation_basename,clock_horvath1,clock_horvath2,clock_hannum,clock_phenoage,clock_grimage,clock_dnamtl,clock_dnamsen,clock_skin,clock_dunedin,grim_adm,grim_b2m,grim_cystatin,grim_gdf15,grim_leptin,grim_pai1,grim_timp1,pdl_norm,pdl_bin,has_rna,has_met,has_telomere,has_mtdna,has_img,has_clocks,n_modalities,rna_matrix_col,met_matrix_col,fold,senescence_score,sasp_score,mito_rna_score
915,hFB12,24.0,2,21,Oligomycin,Oligomycin_21,36.89,,Normal,18.0,Primary Human Fibroblast (breast),male,115.0,,,,156.0,,,,,,,,,,,,,,,,,,0.5389335281227173,mid,True,False,False,False,True,False,2,Sample_156,,0.0,0.592225278689638,0.17415815212832989,1.1226068886568523
925,hFB13,6.0,2,21,Oligomycin,Oligomycin_21,14.81,,Normal,18.0,Primary Human Fibroblast (breast),female,22.08,,,,157.0,,,,,,,,,,,,,,,,,,0.18320138545274617,early,True,False,False,False,False,False,1,Sample_157,,1.0,0.43142784006013646,0.3696092529437387,-0.053215812876152194
926,hFB13,7.0,2,21,Oligomycin,Oligomycin_21,18.65,,Normal,18.0,Primary Human Fibroblast (breast),female,27.92,1.96,0.02,179.31,,203774260107_R04C01,40.43,24.59,-12.33,7.65,49.62,5.56,1.1,,0.673971298,394.3,1526769.07,685761.44,-161.11,22912.93,25470.23,31373.54,0.23070262246412665,early,False,True,True,True,True,True,4,,203774260107_R04C01 beta,1.0,,,
928,hFB13,9.0,2,21,Oligomycin,Oligomycin_21,21.34,,Normal,18.0,Primary Human Fibroblast (breast),female,38.04,,,,158.0,,,,,,,,,,,,,,,,,,0.2639782285997031,early,True,False,False,False,True,False,2,Sample_158,,1.0,0.3559738430332901,0.19014312302561298,-0.3063769856913858
929,hFB13,10.0,2,21,Oligomycin,Oligomycin_21,23.68,,Normal,18.0,Primary Human Fibroblast (breast),female,42.92,1.42,0.02,134.96,,203774260113_R04C01,43.74,24.64,-8.89,9.67,49.08,5.44,2.78,,0.585836483,378.25,1488094.32,689812.07,322.77,27082.26,18497.86,31593.94,0.29292429490351307,early,False,True,True,True,True,True,4,,203774260113_R04C01 beta,1.0,,,
931,hFB13,12.0,2,21,Oligomycin,Oligomycin_21,25.9,,Normal,18.0,Primary Human Fibroblast (breast),female,53.04,,,,159.0,,,,,,,,,,,,,,,,,,0.3203859475507174,early,True,False,False,False,True,False,2,Sample_159,,1.0,1.2071414688479132,0.4857920560646936,-0.1289436001246455
934,hFB13,15.0,2,21,Oligomycin,Oligomycin_21,28.93,,Normal,18.0,Primary Human Fibroblast (breast),female,68.29,,,,160.0,,,,,,,,,,,,,,,,,,0.35786739238000986,mid,True,False,False,False,True,False,2,Sample_160,,1.0,0.4147334546542196,0.1532734426619293,-0.3017297585213033
935,hFB13,16.0,2,21,Oligomycin,Oligomycin_21,30.86,,Normal,18.0,Primary Human Fibroblast (breast),female,73.13,1.1,0.03,214.05,,203784950089_R07C01,45.32,27.91,-0.66,13.58,44.42,5.39,5.03,,0.531930648,390.34,1469856.71,683585.98,-154.9,28355.56,6893.43,31176.78,0.38174171202375057,mid,False,True,True,True,True,True,4,,203784950089_R07C01 beta,1.0,,,
937,hFB13,18.0,2,21,Oligomycin,Oligomycin_21,32.81,,Normal,18.0,Primary Human Fibroblast (breast),female,83.17,,,,161.0,,,,,,,,,,,,,,,,,,0.4058634339435923,mid,True,False,False,False,True,False,2,Sample_161,,1.0,-0.1517119824159172,0.06939888643193655,-0.09134469801620942
938,hFB13,19.0,2,21,Oligomycin,Oligomycin_21,33.65,,Normal,18.0,Primary Human Fibroblast (breast),female,88.21,1.02,0.04,260.87,,203784950092_R06C01,44.67,30.11,1.09,8.55,44.11,5.42,5.5,,0.548910502,386.52,1384214.73,690770.43,-135.68,29242.61,7280.57,30987.05,0.4162543295398317,mid,False,True,True,True,True,True,4,,203784950092_R06C01 beta,1.0,,,
941,hFB13,22.0,2,21,Oligomycin,Oligomycin_21,35.4,,Normal,18.0,Primary Human Fibroblast (breast),female,103.25,1.43,0.04,282.63,,203774260086_R06C01,49.1,37.2,5.11,5.8,42.64,5.42,4.93,,0.467188,372.71,1315771.3,667930.29,208.98,23521.05,6650.45,30089.98,0.437902028698664,mid,False,True,True,True,True,True,4,,203774260086_R06C01 beta,1.0,,,
943,hFB13,24.0,2,21,Oligomycin,Oligomycin_21,36.63,,Normal,18.0,Primary Human Fibroblast (breast),female,115.33,,,,162.0,,,,,,,,,,,,,,,,,,0.45311726867887187,mid,True,False,False,False,True,False,2,Sample_162,,1.0,-0.06849463644946276,0.16098041186508033,0.30759067301213655
944,hFB13,25.0,2,21,Oligomycin,Oligomycin_21,37.27,,Normal,18.0,Primary Human Fibroblast (breast),female,122.04,1.2,0.0,379.52,,203784950019_R07C01,54.48,35.21,3.38,0.56,42.68,5.44,5.56,,0.510682949,370.08,1305605.9,677274.2,31.47,26896.46,6975.85,30675.4,0.46103414151410194,mid,False,True,True,True,True,True,4,,203784950019_R07C01 beta,1.0,,,
947,hFB13,28.0,2,21,Oligomycin,Oligomycin_21,38.01,,Normal,18.0,Primary Human Fibroblast (breast),female,143.21,,,,163.0,,,,,,,,,,,,,,,,,,0.47018802572983665,mid,True,False,False,False,False,False,1,Sample_163,,1.0,-0.2854586571581694,0.15124888652955396,0.09866684973795531
950,hFB13,31.0,2,21,Oligomycin,Oligomycin_21,39.7,,Normal,18.0,Primary Human Fibroblast (breast),female,166.17,1.24,0.04,348.17,,203774260112_R04C01,52.88,39.55,11.79,18.13,42.01,5.43,5.33,,0.404809097,368.2,1229423.87,671511.36,-49.82,27267.97,6243.42,29965.66,0.49109351806036616,mid,False,True,True,True,True,True,4,,203774260112_R04C01 beta,1.0,,,
952,hFB13,33.0,2,21,Oligomycin,Oligomycin_21,42.3,,Normal,18.0,Primary Human Fibroblast (breast),female,182.08,,,,164.0,,,,,,,,,,,,,,,,,,0.5232558139534883,mid,True,False,False,False,True,False,2,Sample_164,,1.0,0.4111538264398391,0.5135271732751091,0.3786541630094339
953,hFB13,34.0,2,21,Oligomycin,Oligomycin_21,43.67,,Normal,18.0,Primary Human Fibroblast (breast),female,189.38,0.88,0.01,493.77,,203784950052_R07C01,52.9,34.41,12.26,13.28,38.63,5.54,5.95,,0.493760939,359.72,1174473.05,649029.18,6.96,32432.84,4883.45,29725.86,0.5402028698664028,mid,False,True,True,True,True,True,4,,203784950052_R07C01 beta,1.0,,,
955,hFB13,36.0,2,21,Oligomycin,Oligomycin_21,44.79,,Normal,18.0,Primary Human Fibroblast (breast),female,202.25,,,,165.0,,,,,,,,,,,,,,,,,,0.5540573973280554,mid,True,False,False,False,True,False,2,Sample_165,,1.0,-0.1647243501203352,0.18490616087480924,0.828217873217503
956,hFB13,37.0,2,21,Oligomycin,Oligomycin_21,45.23,,Normal,18.0,Primary Human Fibroblast (breast),female,211.17,0.68,0.01,861.04,,203769830137_R07C01,55.66,39.42,11.75,12.11,38.01,5.55,5.14,,0.442619784,329.44,1287457.47,665315.92,37.94,22584.18,-204.19,29923.67,0.559500247402276,mid,False,True,True,True,True,True,4,,203769830137_R07C01 beta,1.0,,,
957,hFB13,38.0,2,21,Oligomycin,Oligomycin_21,45.23,,Normal,18.0,Primary Human Fibroblast (breast),female,221.17,,,,166.0,,,,,,,,,,,,,,,,,,0.559500247402276,mid,True,False,False,False,True,False,2,Sample_166,,1.0,0.44447869160483827,0.8610521876428469,0.559806056325069
963,hFB14,10.0,2,21,Oligomycin,Oligomycin_21,16.23,,Normal,0.0,Primary Human Fibroblast (foreskin),male,22.42,,,,167.0,,,,,,,,,,,,,,,,,,0.36114819759679573,mid,True,False,False,False,True,False,2,Sample_167,,1.0,0.7672763510329446,0.7144219815537368,-0.23073567063465922
964,hFB14,11.0,2,21,Oligomycin,Oligomycin_21,19.58,,Normal,0.0,Primary Human Fibroblast (foreskin),male,28.08,0.98,0.0,198.72,,203774260107_R06C01,30.87,0.91,-32.52,49.28,28.54,5.82,5.52,,0.819981925,315.62,1065613.72,615671.13,243.3,29777.53,27761.45,24977.37,0.4356920338228749,mid,False,True,True,True,True,True,4,,203774260107_R06C01 beta,1.0,,,
966,hFB14,13.0,2,21,Oligomycin,Oligomycin_21,22.34,,Normal,0.0,Primary Human Fibroblast (foreskin),male,39.13,,,,168.0,,,,,,,,,,,,,,,,,,0.49710725411659995,mid,True,False,False,False,True,False,2,Sample_168,,1.0,0.8047994976619256,0.6748344626370054,-0.4642339746100156
967,hFB14,14.0,2,21,Oligomycin,Oligomycin_21,23.25,,Normal,0.0,Primary Human Fibroblast (foreskin),male,44.04,0.42,0.04,241.09,,203839170025_R08C01,29.71,0.96,-29.02,35.91,28.11,5.83,6.81,,0.877575052,318.99,1083295.75,585467.91,-62.83,30353.75,22078.97,25848.31,0.5173564753004005,mid,False,True,True,True,True,True,4,,203839170025_R08C01 beta,1.0,,,
973,hFB14,20.0,2,21,Oligomycin,Oligomycin_21,28.0,,Normal,0.0,Primary Human Fibroblast (foreskin),male,74.96,0.55,0.14,431.08,,203784950079_R07C01,49.05,0.64,-20.82,54.82,24.88,5.29,8.04,,0.881627849,282.43,1332259.56,566904.21,-265.31,39062.37,14885.13,26245.98,0.6230529595015577,mid,False,True,True,True,True,True,4,,203784950079_R07C01 beta,1.0,,,
975,hFB14,22.0,2,21,Oligomycin,Oligomycin_21,29.07,,Normal,0.0,Primary Human Fibroblast (foreskin),male,85.08,,,,169.0,,,,,,,,,,,,,,,,,,0.6468624833110814,mid,True,False,False,False,True,False,2,Sample_169,,1.0,0.6712978947395944,0.4026771682701078,0.6883337123645153
976,hFB14,23.0,2,21,Oligomycin,Oligomycin_21,29.23,,Normal,0.0,Primary Human Fibroblast (foreskin),male,90.17,,,1052.99,,203769830145_R02C01,46.76,0.77,-19.13,56.29,25.56,5.15,8.01,,0.789795074,278.73,1362643.21,560325.05,-247.35,36869.9,16977.04,26238.66,0.6504227859368047,mid,False,True,False,True,True,True,3,,203769830145_R02C01 beta,1.0,,,
979,hFB14,26.0,2,21,Oligomycin,Oligomycin_21,29.96,,Normal,0.0,Primary Human Fibroblast (foreskin),male,105.04,0.71,0.0,814.08,,203784950018_R02C01,48.29,0.22,-22.64,69.66,25.7,5.3,8.78,,0.833955968,280.53,1363024.11,577541.11,-307.3,36501.93,16994.37,25825.92,0.6666666666666667,late,False,True,True,True,True,True,4,,203784950018_R02C01 beta,1.0,,,
987,hFB14,34.0,2,21,Oligomycin,Oligomycin_21,32.69,,Normal,0.0,Primary Human Fibroblast (foreskin),male,181.38,,,,170.0,,,,,,,,,,,,,,,,,,0.7274143302180686,late,True,False,False,False,False,False,1,Sample_170,,1.0,-0.10357481207450854,0.7718031005402867,0.6701442156925596
993,hFB12,6.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,13.76,,Normal,18.0,Primary Human Fibroblast (breast),male,21.21,,,,171.0,,,,,,,,,,,,,,,,,,0.2010226442658875,early,True,False,False,False,True,False,2,Sample_171,,0.0,-0.2868256633094006,-0.4909019343256962,-0.309966253516608
994,hFB12,7.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,14.98,,Normal,18.0,Primary Human Fibroblast (breast),male,27.04,,,495.22,,203774260106_R03C01,33.95,8.84,-23.68,15.02,46.19,5.45,-0.88,,0.819764953,364.19,1554010.13,670281.13,43.62,20059.75,24243.73,29992.17,0.21884587289992696,early,False,True,False,True,True,True,3,,203774260106_R03C01 beta,0.0,,,
996,hFB12,9.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,17.74,,Normal,18.0,Primary Human Fibroblast (breast),male,37.33,,,,172.0,,,,,,,,,,,,,,,,,,0.25916727538349155,early,True,False,False,False,True,False,2,Sample_172,,0.0,-0.38301890558879714,-0.5968760935718403,-0.8079709713964586
997,hFB12,10.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,18.55,,Normal,18.0,Primary Human Fibroblast (breast),male,42.04,1.03,0.0,513.0,,203769830153_R07C01,33.62,11.8,-16.87,17.37,44.32,5.32,-0.33,,0.67647067,345.99,1579676.74,682739.66,146.38,26234.26,21927.5,30197.56,0.2710007304601899,early,False,True,True,True,True,True,4,,203769830153_R07C01 beta,0.0,,,
999,hFB12,12.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,20.49,,Normal,18.0,Primary Human Fibroblast (breast),male,52.96,,,,173.0,,,,,,,,,,,,,,,,,,0.2993425858290723,early,True,False,False,False,True,False,2,Sample_173,,0.0,0.00977422736455888,-0.4993813486079956,-0.18987272260036464
1000,hFB12,13.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,20.78,,Normal,18.0,Primary Human Fibroblast (breast),male,58.04,1.37,0.03,618.55,,203774260131_R07C01,40.42,11.85,-17.15,23.03,43.51,5.38,0.41,,0.687302904,356.69,1561840.98,695913.98,100.32,29780.51,22716.5,30476.18,0.3035792549306063,early,False,True,True,True,True,True,4,,203774260131_R07C01 beta,0.0,,,
1007,hFB13,6.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,10.67,,Normal,18.0,Primary Human Fibroblast (breast),female,22.08,,,,174.0,,,,,,,,,,,,,,,,,,0.13198911429985155,early,True,False,False,False,False,False,1,Sample_174,,1.0,-0.06880150200902461,-0.6517875443091135,-0.27920193845881636
1011,hFB13,10.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,15.97,,Normal,18.0,Primary Human Fibroblast (breast),female,42.92,1.81,0.0,188.13,,203774260088_R06C01,37.17,24.74,-12.83,20.47,51.57,5.66,2.66,,0.656041633,415.34,1643550.86,720437.85,0.6,29935.93,19176.78,31911.16,0.1975507174666007,early,False,True,True,True,True,True,4,,203774260088_R06C01 beta,1.0,,,
1020,hFB14,9.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,13.46,,Normal,0.0,Primary Human Fibroblast (foreskin),male,17.25,,,,175.0,,,,,,,,,,,,,,,,,,0.2995104583889631,early,True,False,False,False,False,False,1,Sample_175,,1.0,-0.18733330015727095,-0.7197762142777022,-0.7318919451590093
1021,hFB14,10.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,15.12,,Normal,0.0,Primary Human Fibroblast (foreskin),male,22.42,,,,177.0,,,,,,,,,,,,,,,,,,0.3364485981308411,mid,True,False,False,False,True,False,2,Sample_177,,1.0,0.5427738189232467,-0.14835067704823957,0.07725961591889109
1022,hFB14,11.0,2,21,Oligomycin+DEX,Oligomycin+DEX_21,16.98,,Normal,0.0,Primary Human Fibroblast (foreskin),male,28.08,0.65,0.01,441.25,,203784950085_R01C01,31.08,0.96,-32.05,44.62,27.69,5.86,7.04,,0.895889438,312.86,1097974.61,594483.01,110.38,30718.13,23832.24,25397.17,0.3778371161548732,mid,False,True,True,True,True,True,4,,203784950085_R01C01 beta,1.0,,,
1043,hFB12,14.0,2,21,5-azacytidine,5-azacytidine_21,40.63,,Normal,18.0,Primary Human Fibroblast (breast),male,63.04,0.84,0.0,337.88,,203784950019_R05C01,44.85,14.72,-5.42,28.19,38.08,5.43,1.44,,0.664366089,332.55,1473028.52,679489.13,134.3,28883.7,12861.97,29661.99,0.5935719503287071,mid,False,True,True,True,False,True,3,,203784950019_R05C01 beta,0.0,,,
1045,hFB12,16.0,2,21,5-azacytidine,5-azacytidine_21,45.03,,Normal,18.0,Primary Human Fibroblast (breast),male,73.08,0.72,0.01,538.54,,203841900014_R02C01,43.26,24.05,6.1,38.97,39.19,5.52,2.82,,0.589059936,329.84,1560444.0,752481.78,208.96,29241.78,9645.86,29673.36,0.6578524470416363,mid,False,True,True,True,False,True,3,,203841900014_R02C01 beta,0.0,,,
1047,hFB12,18.0,2,21,5-azacytidine,5-azacytidine_21,48.51,,Normal,18.0,Primary Human Fibroblast (breast),male,83.08,0.6,0.05,670.45,,203774260098_R03C01,40.55,24.31,18.13,50.41,39.21,5.67,1.26,,0.60608073,322.76,1553300.19,787995.24,65.24,30699.74,6898.01,30575.09,0.7086924762600437,late,False,True,True,True,False,True,3,,203774260098_R03C01 beta,0.0,,,
1049,hFB12,20.0,2,21,5-azacytidine,5-azacytidine_21,51.08,,Normal,18.0,Primary Human Fibroblast (breast),male,93.13,0.82,0.03,553.25,,203784950011_R06C01,40.11,34.46,15.79,48.06,40.25,5.56,0.48,,0.648140613,325.05,1541442.8,821410.85,-126.63,31796.42,10115.02,30936.96,0.7462381300219137,late,False,True,True,True,False,True,3,,203784950011_R06C01 beta,0.0,,,
1052,hFB12,23.0,2,21,5-azacytidine,5-azacytidine_21,53.7,,Normal,18.0,Primary Human Fibroblast (breast),male,108.88,0.6,0.01,508.04,,203784950047_R04C01,25.41,30.59,13.89,59.02,39.61,5.47,0.06,,0.650395953,312.96,1570688.69,872375.68,-263.58,35538.74,6437.94,31372.67,0.7845142439737034,late,False,True,True,True,False,True,3,,203784950047_R04C01 beta,0.0,,,
1056,hFB12,27.0,2,21,5-azacytidine,5-azacytidine_21,56.93,,Normal,18.0,Primary Human Fibroblast (breast),male,134.96,0.67,0.02,466.03,,203784950028_R08C01,10.05,42.58,5.83,37.34,40.99,5.58,0.77,,0.593114523,320.22,1576613.35,901834.05,-170.42,36255.37,8281.18,31564.71,0.8317019722425127,late,False,True,True,True,False,True,3,,203784950028_R08C01 beta,0.0,,,
1059,hFB12,30.0,2,21,5-azacytidine,5-azacytidine_21,58.4,,Normal,18.0,Primary Human Fibroblast (breast),male,157.92,0.49,0.02,466.55,,203774260129_R03C01,16.48,43.34,7.14,30.03,41.73,5.54,0.32,,0.591501243,336.12,1564549.12,878125.33,-153.16,38541.02,11143.94,31449.42,0.8531775018261504,late,False,True,True,True,False,True,3,,203774260129_R03C01 beta,0.0,,,
1063,hFB12,34.0,2,21,5-azacytidine,5-azacytidine_21,60.75,,Normal,18.0,Primary Human Fibroblast (breast),male,188.29,0.33,0.0,550.19,,203769830137_R08C01,15.75,44.13,6.26,33.65,42.12,5.55,1.14,,0.669520517,326.05,1580559.89,882404.84,-33.91,38604.61,10900.2,31688.95,0.8875091307523739,late,False,True,True,True,False,True,3,,203769830137_R08C01 beta,0.0,,,
1066,hFB12,37.0,2,21,5-azacytidine,5-azacytidine_21,62.53,,Normal,18.0,Primary Human Fibroblast (breast),male,210.83,0.5,0.04,759.25,,203774260153_R03C01,19.34,45.55,7.87,36.43,41.32,5.52,2.16,,0.617005741,340.82,1673376.23,872120.91,-36.87,38808.33,9579.96,31023.56,0.9135135135135135,late,False,True,True,True,False,True,3,,203774260153_R03C01 beta,0.0,,,
1082,hFB13,14.0,2,21,5-azacytidine,5-azacytidine_21,46.41,,Normal,18.0,Primary Human Fibroblast (breast),female,63.13,1.23,0.01,429.69,,203784950029_R02C01,49.89,24.5,-1.77,23.94,47.56,5.26,4.87,,0.632375921,408.75,1502287.81,701445.83,190.74,28591.55,12390.06,30345.23,0.5740969816922316,mid,False,True,True,True,False,True,3,,203784950029_R02C01 beta,1.0,,,
1084,hFB13,16.0,2,21,5-azacytidine,5-azacytidine_21,52.48,,Normal,18.0,Primary Human Fibroblast (breast),female,73.13,0.87,0.01,375.89,,203784950087_R08C01,49.19,31.42,5.43,19.28,44.93,5.28,5.29,,0.568054565,392.99,1498462.55,661952.62,25.14,29730.94,10638.49,30337.66,0.6491835724888668,mid,False,True,True,True,False,True,3,,203784950087_R08C01 beta,1.0,,,
1087,hFB13,19.0,2,21,5-azacytidine,5-azacytidine_21,58.78,,Normal,18.0,Primary Human Fibroblast (breast),female,88.21,0.99,0.02,391.42,,203784950058_R08C01,49.5,30.8,2.99,25.44,41.64,5.47,5.97,,0.607648711,383.38,1472615.06,652164.42,5.08,30478.36,9563.65,30472.99,0.7271152894606631,late,False,True,True,True,False,True,3,,203784950058_R08C01 beta,1.0,,,
1090,hFB13,22.0,2,21,5-azacytidine,5-azacytidine_21,64.52,,Normal,18.0,Primary Human Fibroblast (breast),female,103.25,1.03,0.0,463.07,,203784950058_R05C01,60.31,33.44,7.99,22.24,42.57,5.57,4.83,,0.577765783,369.67,1443180.45,655116.01,-89.42,30285.64,11557.79,31098.55,0.7981197427016328,late,False,True,True,True,False,True,3,,203784950058_R05C01 beta,1.0,,,
1093,hFB13,25.0,2,21,5-azacytidine,5-azacytidine_21,68.42,,Normal,18.0,Primary Human Fibroblast (breast),female,122.04,0.82,0.05,471.91,,203784950052_R06C01,59.85,33.18,9.93,3.61,42.64,5.61,3.8,,0.706923597,347.54,1534934.71,649075.79,75.81,33491.17,20134.74,32493.06,0.8463631865413161,late,False,True,True,True,False,True,3,,203784950052_R06C01 beta,1.0,,,
1095,hFB13,27.0,2,21,5-azacytidine,5-azacytidine_21,69.5,,Normal,18.0,Primary Human Fibroblast (breast),female,136.29,0.72,0.01,527.91,,203774260075_R07C01,56.55,37.67,8.78,8.85,43.19,5.61,5.39,,0.667650915,364.22,1540335.79,660284.28,58.68,30204.66,13143.44,32720.77,0.8597229094507669,late,False,True,True,True,False,True,3,,203774260075_R07C01 beta,1.0,,,
1098,hFB13,30.0,2,21,5-azacytidine,5-azacytidine_21,71.21,,Normal,18.0,Primary Human Fibroblast (breast),female,158.21,1.03,0.0,425.58,,203774260112_R05C01,58.98,42.71,15.36,4.02,45.42,5.77,3.59,,0.69935273,388.6,1615998.81,687179.43,144.32,35377.28,15026.59,32932.85,0.8808758040573972,late,False,True,True,True,False,True,3,,203774260112_R05C01 beta,1.0,,,
1100,hFB13,32.0,2,21,5-azacytidine,5-azacytidine_21,72.43,,Normal,18.0,Primary Human Fibroblast (breast),female,175.0,0.7,0.03,512.29,,203774260106_R08C01,58.65,39.6,15.81,4.72,41.56,5.79,2.55,,0.750109607,357.54,1621825.37,713954.99,38.44,34804.93,13882.46,32873.71,0.8959673428995547,late,False,True,True,True,False,True,3,,203774260106_R08C01 beta,1.0,,,
1102,hFB13,34.0,2,21,5-azacytidine,5-azacytidine_21,74.81,,Normal,18.0,Primary Human Fibroblast (breast),female,189.38,0.74,0.01,582.71,,203833030029_R02C01,60.56,39.99,15.47,20.31,40.48,5.74,3.9,,0.660343825,321.27,1563730.74,785385.79,-94.07,38761.36,10183.48,32907.91,0.9254082137555666,late,False,True,True,True,False,True,3,,203833030029_R02C01 beta,1.0,,,
1118,hFB12,14.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,36.46,,Normal,18.0,Primary Human Fibroblast (breast),male,63.04,0.73,0.03,296.97,,203774260106_R02C01,40.66,15.17,-9.4,18.96,35.32,5.48,0.51,,0.738148888,327.55,1519734.18,638535.64,-22.22,30292.25,14856.6,29840.26,0.5326515704894084,mid,False,True,True,True,False,True,3,,203774260106_R02C01 beta,0.0,,,
1120,hFB12,16.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,40.08,,Normal,18.0,Primary Human Fibroblast (breast),male,73.08,0.66,0.01,318.89,,203784950047_R08C01,35.01,14.47,-4.19,30.04,31.75,5.71,1.78,,0.562540615,312.43,1567446.96,634737.92,-112.9,29557.91,11437.38,29729.84,0.5855368882395909,mid,False,True,True,True,False,True,3,,203784950047_R08C01 beta,0.0,,,
1122,hFB12,18.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,42.54,,Normal,18.0,Primary Human Fibroblast (breast),male,83.08,0.76,0.02,360.42,,203841900014_R06C01,38.29,20.17,1.61,18.0,29.73,5.7,2.39,,0.61778781,293.25,1571937.26,627480.6,-160.12,33394.72,8729.88,28847.95,0.6214755295836376,mid,False,True,True,True,False,True,3,,203841900014_R06C01 beta,0.0,,,
1124,hFB12,20.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,45.09,,Normal,18.0,Primary Human Fibroblast (breast),male,93.13,0.67,0.03,311.77,,203784950079_R06C01,36.08,20.92,1.19,32.83,32.53,5.79,1.13,,0.636817863,298.7,1565914.34,646701.52,-10.12,35381.72,10134.11,30142.74,0.6587289992695399,mid,False,True,True,True,False,True,3,,203784950079_R06C01 beta,0.0,,,
1127,hFB12,23.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,47.03,,Normal,18.0,Primary Human Fibroblast (breast),male,108.88,0.7,0.0,469.47,,203774260157_R08C01,33.97,17.23,-0.82,28.5,32.55,5.81,0.64,,0.635640954,311.67,1599378.38,671358.88,-211.21,36180.2,10153.63,30495.56,0.6870708546384222,late,False,True,True,True,False,True,3,,203774260157_R08C01 beta,0.0,,,
1130,hFB12,26.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,48.64,,Normal,18.0,Primary Human Fibroblast (breast),male,126.79,0.64,0.0,388.06,,203784950018_R01C01,27.54,16.96,1.83,31.91,32.0,5.78,1.57,,0.646394084,309.09,1526491.87,688782.28,-58.43,35938.31,10899.52,30475.06,0.710591672753835,late,False,True,True,True,False,True,3,,203784950018_R01C01 beta,0.0,,,
1134,hFB12,30.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,50.28,,Normal,18.0,Primary Human Fibroblast (breast),male,157.92,0.62,0.01,411.44,,203833030066_R08C01,41.39,22.45,3.82,26.1,29.47,5.75,1.76,,0.718140355,304.14,1455627.67,680982.3,-60.6,36928.49,15149.84,29726.84,0.7345507669831994,late,False,True,True,True,False,True,3,,203833030066_R08C01 beta,0.0,,,
1138,hFB12,34.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,51.85,,Normal,18.0,Primary Human Fibroblast (breast),male,188.29,0.59,0.02,617.6,,203774260106_R07C01,42.43,19.4,-4.41,13.97,30.64,6.12,2.62,,0.741982141,305.27,1334588.03,697699.58,28.06,36318.95,15567.51,30158.32,0.7574872169466764,late,False,True,True,True,False,True,3,,203774260106_R07C01 beta,0.0,,,
1141,hFB12,37.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,54.37,,Normal,18.0,Primary Human Fibroblast (breast),male,210.83,0.59,0.03,758.12,,203833040091_R07C01,49.03,17.5,-1.07,18.0,32.29,6.22,4.92,,0.750381409,307.78,1278447.82,717621.41,219.48,34048.96,13265.78,29733.39,0.7943024105186267,late,False,True,True,True,False,True,3,,203833040091_R07C01 beta,0.0,,,
1143,hFB12,39.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,54.48,,Normal,18.0,Primary Human Fibroblast (breast),male,229.75,0.51,0.0,741.46,,203833040096_R05C01,54.27,17.07,-6.29,16.53,32.22,6.24,5.79,,0.685585956,306.82,1318545.02,716081.71,98.22,32277.99,12228.45,29794.18,0.7959094229364498,late,False,True,True,True,False,True,3,,203833040096_R05C01 beta,0.0,,,
1157,hFB13,14.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,43.69,,Normal,18.0,Primary Human Fibroblast (breast),female,63.13,1.21,0.01,249.12,,203784950093_R03C01,46.58,30.93,3.0,13.69,36.35,5.78,4.62,,0.348040707,392.91,1343470.9,597835.95,-41.12,28811.86,6785.93,27981.08,0.5404502721425036,mid,False,True,True,True,False,True,3,,203784950093_R03C01 beta,1.0,,,
1159,hFB13,16.0,2,21,5-azacytidine+mitoNUITs,5-azacytidine+mitoNUITs_21,50.04,,Normal,18.0,Primary Human Fibroblast (breast),female,73.13,0.91,0.05,245.54,,203769830137_R04C01,51.79,38.14,10.93,24.57,40.9,5.96,4.53,,0.277689181,423.24,1326981.9,570735.68,143.32,28676.48,7419.09,28383.79,0.6190004948045522,mid,False,True,True,True,False,True,3,,203769830137_R04C01 beta,1.0,,,
