sample_id,cell_line,passage,study_part,percent_oxygen,treatment_clean,treatment_full,pdl,percent_lifespan,clinical_condition,donor_age,cell_type,sex,days_grown,telomere_length,telomere_length_cv,mtdna_cn,rnaseq_id,methylation_basename,clock_horvath1,clock_horvath2,clock_hannum,clock_phenoage,clock_grimage,clock_dnamtl,clock_dnamsen,clock_skin,clock_dunedin,grim_adm,grim_b2m,grim_cystatin,grim_gdf15,grim_leptin,grim_pai1,grim_timp1,pdl_norm,pdl_bin,has_rna,has_met,has_telomere,has_mtdna,has_img,has_clocks,n_modalities,rna_matrix_col,met_matrix_col,fold,senescence_score,sasp_score,mito_rna_score
413,hFB14,22.0,2,21,Control,Control_21,39.73,,Normal,0.0,Primary Human Fibroblast (foreskin),male,85.08,,,,47.0,,,,,,,,,,,,,,,,,,0.8840676457498887,late,True,False,False,False,True,False,2,Sample_47,,1.0,0.5587978243084344,0.4746199309506423,-0.17024720188639014
414,hFB14,23.0,2,21,Control,Control_21,40.02,,Normal,0.0,Primary Human Fibroblast (foreskin),male,90.17,0.58,0.02,896.96,,203784950027_R06C01,50.22,0.47,-22.37,64.09,31.06,5.17,8.05,74.15,0.830783013,317.34,1408825.98,550659.2,-306.96,38749.82,15687.19,26030.02,0.8905206942590121,late,False,True,True,True,True,True,4,,203784950027_R06C01 beta,1.0,,,
416,hFB14,25.0,2,21,Control,Control_21,41.2,,Normal,0.0,Primary Human Fibroblast (foreskin),male,100.29,,,,48.0,,,,,,,,,,,,,,,,,,0.9167779261237207,late,True,False,False,False,True,False,2,Sample_48,,1.0,0.4493501320984236,0.6878476921481166,-0.039797967240363274
422,hFB14,31.0,2,21,Control,Control_21,42.26,,Normal,0.0,Primary Human Fibroblast (foreskin),male,140.38,,,,49.0,,,,,,,,,,,,,,,,,,0.9403649310191367,late,True,False,False,False,True,False,2,Sample_49,,1.0,0.654169155320289,0.9695944749774325,1.687775808273507
423,hFB14,32.0,2,21,Control,Control_21,43.95,,Normal,0.0,Primary Human Fibroblast (foreskin),male,188.71,0.32,0.13,965.17,,203784950082_R01C01,61.28,1.29,-18.48,56.14,26.75,5.1,8.72,74.39,0.85249765,295.83,1365408.84,549905.65,-323.18,39508.24,10855.81,26048.44,0.9779706275033379,late,False,True,True,True,True,True,4,,203784950082_R01C01 beta,1.0,,,
425,hFB14,34.0,2,21,Control,Control_21,44.94,,Normal,0.0,Primary Human Fibroblast (foreskin),male,258.96,0.29,0.03,,,203769830153_R08C01,55.6,0.98,-16.18,51.39,27.04,5.18,8.9,73.29,0.858172641,297.84,1378838.73,563684.07,-175.02,41234.32,7224.13,26259.95,1.0,late,False,True,True,False,False,True,2,,203769830153_R08C01 beta,1.0,,,
1176,hFB11,9.0,3,21,Control,Control_21,8.15,,Normal,3.0,Primary Human Fibroblast (upper arm),male,13.21,1.38,0.03,299.4,178.0,203784950009_R04C01,21.99,3.42,-16.91,18.98,31.11,5.76,-1.42,,0.521635113,333.06,1171448.69,544956.06,-191.97,19895.04,17499.82,29327.42,0.21526677231907027,early,True,True,True,True,True,True,5,Sample_178,203784950009_R04C01 beta,2.0,0.22126112693548852,0.18601873973280683,0.17416696130917125
1177,hFB11,10.0,3,21,Control,Control_21,12.97,,Normal,3.0,Primary Human Fibroblast (upper arm),male,20.08,1.21,0.0,293.23,179.0,203784950020_R03C01,21.59,3.01,-17.08,23.25,28.92,5.82,0.61,,0.49296905,360.55,1161836.92,532803.37,-283.7,21247.62,6337.87,29137.33,0.34257791864764925,mid,True,True,True,True,True,True,5,Sample_179,203784950020_R03C01 beta,2.0,0.45395632292635,0.21134349331785676,0.18733442505601816
1178,hFB11,11.0,3,21,Control,Control_21,17.56,,Normal,3.0,Primary Human Fibroblast (upper arm),male,27.12,1.38,0.03,426.93,180.0,203774260112_R06C01,33.78,4.06,-11.75,28.99,27.82,5.75,-1.12,,0.543911291,335.36,1105333.01,538433.94,-165.87,23274.3,8090.43,29361.87,0.4638140517696777,mid,True,True,True,True,True,True,5,Sample_180,203774260112_R06C01 beta,2.0,0.3286567821498384,0.08338954877966653,-0.2511501522103674
1179,hFB11,12.0,3,21,Control,Control_21,22.25,,Normal,3.0,Primary Human Fibroblast (upper arm),male,34.0,0.65,0.04,364.78,181.0,203833040027_R04C01,35.57,6.91,-8.67,23.26,25.93,5.91,-0.41,,0.402692023,341.9,1082196.83,559578.5,-292.16,24269.88,-3241.36,28911.5,0.5876914949815109,mid,True,True,True,True,True,True,5,Sample_181,203833040027_R04C01 beta,2.0,0.5127612384429534,0.26212991970710997,-0.10454941496032316
1180,hFB11,13.0,3,21,Control,Control_21,26.66,,Normal,3.0,Primary Human Fibroblast (upper arm),male,41.0,0.64,0.0,419.95,182.0,203769830137_R02C01,46.11,6.69,1.4,28.8,24.35,5.87,-2.58,,0.413151731,269.93,1214785.58,560953.41,-118.7,24043.11,-7958.46,28883.96,0.7041732699418912,late,True,True,True,True,True,True,5,Sample_182,203769830137_R02C01 beta,2.0,0.536980283626584,0.19123921617300363,0.02527157489258073
1181,hFB11,14.0,3,21,Control,Control_21,30.88,,Normal,3.0,Primary Human Fibroblast (upper arm),male,47.96,0.54,0.04,374.58,183.0,203833040058_R03C01,45.78,8.24,-6.52,23.75,18.49,5.92,-0.9,,0.357954821,263.18,1189803.53,583872.7,-279.48,17448.71,-19251.45,28464.35,0.8156365557316428,late,True,True,True,True,True,True,5,Sample_183,203833040058_R03C01 beta,2.0,0.5642243799000983,0.25141656398918555,-0.08766737561798317
1182,hFB11,15.0,3,21,Control,Control_21,34.14,,Normal,3.0,Primary Human Fibroblast (upper arm),male,55.16,0.8,0.02,340.64,,203784950010_R03C01,49.65,5.85,-3.98,20.36,16.0,5.88,0.36,,0.339334844,240.6,1280349.26,560300.0,-384.2,17980.89,-24395.68,28303.48,0.901743264659271,late,False,True,True,True,False,True,3,,203784950010_R03C01 beta,2.0,,,
1186,hFB12,6.0,3,21,Control,Control_21,8.02,,Normal,18.0,Primary Human Fibroblast (breast),male,13.21,0.9,0.05,360.16,184.0,203769830136_R04C01,34.71,8.61,-20.73,12.53,44.4,5.43,-3.31,,0.679141394,349.86,1506945.26,655890.96,31.95,15501.66,28956.89,29697.83,0.11716581446311175,early,True,True,True,True,True,True,5,Sample_184,203769830136_R04C01 beta,0.0,-0.5104594264337823,-0.1507148274514246,-0.0004568508294532925
1187,hFB12,7.0,3,21,Control,Control_21,12.78,,Normal,18.0,Primary Human Fibroblast (breast),male,20.08,1.23,0.01,368.83,,203784950009_R03C01,36.45,9.13,-19.08,12.28,42.74,5.46,-3.51,,0.626545,341.64,1522132.36,644180.94,-71.81,18029.4,27930.88,29978.99,0.18670562454346237,early,False,True,True,True,True,True,4,,203784950009_R03C01 beta,0.0,,,
1188,hFB12,8.0,3,21,Control,Control_21,16.86,,Normal,18.0,Primary Human Fibroblast (breast),male,27.12,1.19,0.0,318.57,185.0,203784950020_R07C01,39.67,9.5,-18.1,17.04,39.74,5.37,-1.57,,0.634036855,325.08,1461684.59,648203.95,112.91,18447.13,21779.91,29295.29,0.24631117604090574,early,True,True,True,True,True,True,5,Sample_185,203784950020_R07C01 beta,0.0,-0.12962326871736007,-0.2324676222114078,0.019577565741574154
1189,hFB12,9.0,3,21,Control,Control_21,20.3,,Normal,18.0,Primary Human Fibroblast (breast),male,34.0,0.72,0.04,363.91,,203839170025_R05C01,43.16,10.79,-15.35,16.88,42.39,5.46,-3.19,,0.655385892,345.62,1423285.61,652725.77,255.55,20899.18,26495.52,29888.47,0.29656683710737763,early,False,True,True,True,True,True,4,,203839170025_R05C01 beta,0.0,,,
1190,hFB12,10.0,3,21,Control,Control_21,23.74,,Normal,18.0,Primary Human Fibroblast (breast),male,41.0,1.17,0.0,447.55,186.0,203784950018_R07C01,38.62,10.52,-12.77,18.97,39.49,5.37,-2.61,,0.6186178,338.45,1446222.46,629728.65,-33.74,23454.26,20312.36,29885.59,0.34682249817384947,mid,True,True,True,True,True,True,5,Sample_186,203784950018_R07C01 beta,0.0,-0.21596036437189606,-0.22645512959991163,0.48646079907590584
1191,hFB12,11.0,3,21,Control,Control_21,26.67,,Normal,18.0,Primary Human Fibroblast (breast),male,47.96,0.81,0.21,378.51,,203784950082_R06C01,44.44,11.91,-10.97,20.65,39.32,5.37,-2.76,,0.60260764,327.91,1466888.47,648177.46,49.31,24611.36,17217.54,29871.21,0.38962746530314096,mid,False,True,True,True,True,True,4,,203784950082_R06C01 beta,0.0,,,
1192,hFB12,12.0,3,21,Control,Control_21,29.24,,Normal,18.0,Primary Human Fibroblast (breast),male,55.16,0.97,0.0,507.7,187.0,203774260088_R05C01,41.49,11.45,-12.49,26.22,36.35,5.31,-2.12,,0.569616199,338.1,1454684.08,632767.47,56.96,25318.89,16555.99,29937.5,0.42717311906501093,mid,True,True,True,True,False,True,4,Sample_187,203774260088_R05C01 beta,0.0,-0.35467062368046764,-0.19649914506668173,0.5122093747981497
1193,hFB12,13.0,3,21,Control,Control_21,31.57,,Normal,18.0,Primary Human Fibroblast (breast),male,62.08,0.59,0.02,485.83,188.0,203774260153_R07C01,40.26,14.64,-9.8,28.07,36.18,5.35,-2.52,,0.577757158,313.1,1468702.54,647699.8,-42.94,25157.25,17919.43,30274.59,0.4612125639152666,mid,True,True,True,True,False,True,4,Sample_188,203774260153_R07C01 beta,0.0,-0.5282833305159141,-0.060517195686871805,0.24434606807217324
1197,hFB13,6.0,3,21,Control,Control_21,9.66,,Normal,18.0,Primary Human Fibroblast (breast),female,13.21,1.95,0.01,323.71,189.0,203784950020_R06C01,34.02,19.78,-15.84,12.55,49.78,5.5,0.68,,0.669715847,406.5,1491247.18,690053.61,-177.82,23640.13,30177.03,30962.23,0.11949529935675408,early,True,True,True,True,True,True,5,Sample_189,203784950020_R06C01 beta,1.0,-0.4305993107972083,-0.19819756047262946,-0.09294397432413866
1198,hFB13,7.0,3,21,Control,Control_21,15.01,,Normal,18.0,Primary Human Fibroblast (breast),female,20.09,1.78,0.0,282.67,,203774260086_R07C01,37.52,21.47,-10.69,7.26,49.83,5.48,-0.14,,0.668695464,398.7,1532978.46,696391.95,-48.1,23133.51,28029.86,31064.05,0.18567540821375556,early,False,True,True,True,True,True,4,,203774260086_R07C01 beta,1.0,,,
1199,hFB13,8.0,3,21,Control,Control_21,19.94,,Normal,18.0,Primary Human Fibroblast (breast),female,27.13,1.68,0.04,301.43,190.0,203774260087_R02C01,43.53,22.32,-9.82,19.2,49.15,5.57,0.02,,0.664471073,406.07,1534310.6,695813.66,-65.18,27836.81,22518.67,31086.01,0.2466600692726373,early,True,True,True,True,True,True,5,Sample_190,203774260087_R02C01 beta,1.0,-0.15400158889541413,-0.19778021187231073,0.18523095114065688
1200,hFB13,9.0,3,21,Control,Control_21,24.93,,Normal,18.0,Primary Human Fibroblast (breast),female,34.0,0.99,0.03,344.99,,203774260120_R06C01,38.85,21.52,-11.13,9.22,48.44,5.44,0.54,,0.624534448,393.28,1546681.51,706993.37,-40.92,26229.49,21899.51,31226.09,0.30838693715982185,early,False,True,True,True,True,True,4,,203774260120_R06C01 beta,1.0,,,
1201,hFB13,10.0,3,21,Control,Control_21,29.81,,Normal,18.0,Primary Human Fibroblast (breast),female,41.0,1.41,0.15,418.73,191.0,203774260128_R08C01,45.45,24.23,-6.64,15.03,46.38,5.42,-0.44,,0.674381434,394.37,1506268.55,682458.8,-91.43,28329.78,14020.35,31438.08,0.36875309252845123,mid,True,True,True,True,True,True,5,Sample_191,203774260128_R08C01 beta,1.0,0.16856957203217562,-0.26074856422236653,0.27828293712239993
1202,hFB13,11.0,3,21,Control,Control_21,34.95,,Normal,18.0,Primary Human Fibroblast (breast),female,47.96,1.34,0.02,413.39,,203784950020_R05C01,47.73,22.22,-3.65,18.45,44.81,5.58,1.64,,0.643764677,395.06,1495700.59,674972.79,-126.03,29733.91,18667.72,30482.73,0.4323354774863929,mid,False,True,True,True,True,True,4,,203784950020_R05C01 beta,1.0,,,
1203,hFB13,12.0,3,21,Control,Control_21,39.88,,Normal,18.0,Primary Human Fibroblast (breast),female,55.17,1.05,0.01,303.97,192.0,203774260120_R04C01,45.59,28.94,-1.31,17.33,45.05,5.49,0.88,,0.538014519,383.77,1461816.3,676730.15,-42.95,30134.79,16333.66,31027.99,0.4933201385452746,mid,True,True,True,True,False,True,4,Sample_192,203774260120_R04C01 beta,1.0,0.35237308979851456,-0.2036712430710571,0.06509990317932111
1204,hFB13,13.0,3,21,Control,Control_21,44.84,,Normal,18.0,Primary Human Fibroblast (breast),female,62.09,0.98,0.04,287.27,193.0,203784950089_R03C01,47.35,22.6,-0.31,23.53,44.58,5.55,1.44,,0.621298943,385.33,1554264.84,678986.58,-20.79,33033.99,13201.59,30845.86,0.5546759030183078,mid,True,True,True,True,False,True,4,Sample_193,203784950089_R03C01 beta,1.0,0.38427815785401304,-0.12194603717147,-0.13838094763550157
1240,hFB11,8.0,3,3,Control,Control_3,3.71,,Normal,3.0,Primary Human Fibroblast (upper arm),male,6.08,1.62,0.03,226.69,202.0,203784950037_R06C01,17.65,2.7,-22.79,11.38,33.77,5.73,-2.52,,0.520633991,348.6,1212530.61,567011.55,45.51,17536.45,18920.99,29166.69,0.09799260433174854,early,True,True,True,True,False,True,4,Sample_202,203784950037_R06C01 beta,2.0,0.33555002144070367,0.4059986161251361,-0.5668540310522303
1241,hFB11,9.0,3,3,Control,Control_3,8.1,,Normal,3.0,Primary Human Fibroblast (upper arm),male,13.29,1.09,0.02,188.13,,203774260113_R06C01,20.54,1.47,-21.04,21.68,30.51,5.73,-0.27,,0.49462977,340.34,1107208.07,552753.34,-241.44,20615.51,11504.38,29823.48,0.21394611727416799,early,False,True,True,True,True,True,4,,203774260113_R06C01 beta,2.0,,,
1242,hFB11,10.0,3,3,Control,Control_3,12.87,,Normal,3.0,Primary Human Fibroblast (upper arm),male,20.5,0.9,0.02,165.64,203.0,203769830136_R03C01,29.78,3.64,-18.02,20.33,28.82,5.66,-1.01,,0.552444455,345.29,1119658.44,528644.25,-283.26,19481.61,10452.47,29276.81,0.3399366085578447,mid,True,True,True,True,True,True,5,Sample_203,203769830136_R03C01 beta,2.0,0.0071242029575525195,0.22541195044492932,-0.19856692897249445
1243,hFB11,11.0,3,3,Control,Control_3,17.25,,Normal,3.0,Primary Human Fibroblast (upper arm),male,27.25,1.0,0.01,174.79,,203774260098_R06C01,28.44,2.66,-16.37,25.47,29.76,5.77,-0.31,,0.502354301,353.82,1192081.96,558862.54,-226.78,23312.7,7409.25,29266.65,0.45562599049128366,mid,False,True,True,True,True,True,4,,203774260098_R06C01 beta,2.0,,,
1244,hFB11,12.0,3,3,Control,Control_3,21.84,,Normal,3.0,Primary Human Fibroblast (upper arm),male,34.16,0.95,0.15,185.72,204.0,203841900014_R04C01,39.5,6.13,-8.02,26.52,28.32,5.66,0.99,,0.475202134,344.52,1269444.26,559595.5,-209.43,22573.79,1258.04,28646.16,0.5768621236133122,mid,True,True,True,True,True,True,5,Sample_204,203841900014_R04C01 beta,2.0,0.08058176117715853,0.3305916762831955,-0.4280490667912683
1245,hFB11,13.0,3,3,Control,Control_3,26.09,,Normal,3.0,Primary Human Fibroblast (upper arm),male,41.16,0.96,0.02,179.64,,203784950011_R08C01,38.31,5.54,-13.98,22.43,21.4,5.73,0.56,,0.503062083,298.31,1291484.13,549510.22,-375.21,19827.7,-7853.25,28172.59,0.6891178024300053,late,False,True,True,True,True,True,4,,203784950011_R08C01 beta,2.0,,,
1246,hFB11,14.0,3,3,Control,Control_3,30.42,,Normal,3.0,Primary Human Fibroblast (upper arm),male,48.08,0.79,0.0,210.61,205.0,203784950058_R03C01,46.23,6.17,-9.87,19.76,23.72,5.67,0.69,,0.505959673,303.24,1357293.32,583467.93,-256.45,18510.92,-14163.46,28668.61,0.803486529318542,late,True,True,True,True,True,True,5,Sample_205,203784950058_R03C01 beta,2.0,0.09617243652399901,0.3716068488020406,-0.7755945524331563
1247,hFB11,15.0,3,3,Control,Control_3,34.66,,Normal,3.0,Primary Human Fibroblast (upper arm),male,55.33,0.78,0.02,225.84,,203774260088_R07C01,49.92,6.12,-3.42,28.17,21.31,5.63,0.54,,0.482346701,274.51,1387008.88,585444.24,-252.25,19160.5,-14839.35,28674.73,0.9154780771262545,late,False,True,True,True,False,True,3,,203774260088_R07C01 beta,2.0,,,
1248,hFB11,16.0,3,3,Control,Control_3,37.86,,Normal,3.0,Primary Human Fibroblast (upper arm),male,62.21,0.85,0.05,213.67,206.0,203774260112_R03C01,44.46,8.19,-7.34,19.69,17.58,5.67,0.69,,0.520727619,262.79,1226388.61,539605.25,-170.06,19014.95,-15653.39,28060.11,1.0,late,True,True,True,True,False,True,4,Sample_206,203774260112_R03C01 beta,2.0,0.20089709512085277,0.49699505881444545,-0.8548100961272473
1251,hFB12,5.0,3,3,Control,Control_3,4.06,,Normal,18.0,Primary Human Fibroblast (breast),male,6.08,1.43,0.01,233.52,207.0,203784950029_R07C01,33.4,8.86,-22.79,10.2,45.56,5.5,-4.03,,0.7436317,353.0,1523900.05,654629.88,59.46,15257.67,33746.57,29444.52,0.05931336742147552,early,True,True,True,True,False,True,4,Sample_207,203784950029_R07C01 beta,0.0,-0.4718419140832237,0.17949167454800766,-0.5654926359741471
1252,hFB12,6.0,3,3,Control,Control_3,7.61,,Normal,18.0,Primary Human Fibroblast (breast),male,13.29,0.91,0.02,273.1,,203833040027_R03C01,38.72,11.03,-21.16,9.77,43.47,5.54,-3.63,,0.698219157,331.27,1455872.12,677833.71,-65.35,16981.06,29356.35,29388.81,0.11117604090577063,early,False,True,True,True,True,True,4,,203833040027_R03C01 beta,0.0,,,
1253,hFB12,7.0,3,3,Control,Control_3,11.71,,Normal,18.0,Primary Human Fibroblast (breast),male,20.5,1.13,0.01,205.04,208.0,203833040096_R08C01,38.29,9.92,-16.07,20.44,43.08,5.33,-1.29,,0.758530021,360.0,1543965.64,661268.04,45.2,17778.95,27310.02,29097.71,0.1710737764791819,early,True,True,True,True,True,True,5,Sample_208,203833040096_R08C01 beta,0.0,-0.8134696188376143,-0.06850760399928336,0.02555444200333057
1254,hFB12,8.0,3,3,Control,Control_3,14.68,,Normal,18.0,Primary Human Fibroblast (breast),male,27.25,0.95,0.06,225.05,,203774260140_R05C01,40.75,10.53,-15.31,14.75,42.72,5.34,-1.09,,0.686691467,345.31,1550761.51,653161.41,-64.86,20199.41,25517.99,29629.49,0.21446311176040905,early,False,True,True,True,True,True,4,,203774260140_R05C01 beta,0.0,,,
1255,hFB12,9.0,3,3,Control,Control_3,17.19,,Normal,18.0,Primary Human Fibroblast (breast),male,34.16,0.84,0.05,211.82,209.0,203769830145_R07C01,40.42,9.28,-16.02,14.08,41.57,5.39,-2.37,,0.648734998,342.47,1512398.49,657117.41,83.15,18747.53,26368.16,29344.88,0.25113221329437546,early,True,True,True,True,True,True,5,Sample_209,203769830145_R07C01 beta,0.0,-1.1028802421060817,0.009997938366514659,-0.43156865407035677
1256,hFB12,10.0,3,3,Control,Control_3,19.12,,Normal,18.0,Primary Human Fibroblast (breast),male,41.16,0.82,0.02,315.97,,203833030029_R04C01,41.92,10.73,-15.21,21.13,40.24,5.36,-1.23,,0.74693396,335.74,1548622.27,660548.18,0.57,22267.72,20356.52,29881.12,0.2793279766252739,early,False,True,True,True,True,True,4,,203833030029_R04C01 beta,0.0,,,
1257,hFB12,11.0,3,3,Control,Control_3,20.9,,Normal,18.0,Primary Human Fibroblast (breast),male,48.08,,,,210.0,,,,,,,,,,,,,,,,,,0.3053323593864134,early,True,False,False,False,True,False,2,Sample_210,,0.0,-0.9997708792203259,-0.024995811026676234,-0.21484462609821262
1258,hFB12,12.0,3,3,Control,Control_3,22.32,,Normal,18.0,Primary Human Fibroblast (breast),male,55.33,0.78,0.0,236.97,,203774260141_R02C01,40.56,13.08,-12.39,23.96,41.57,5.23,0.02,,0.684298798,350.92,1468124.3,669561.14,142.87,24568.21,19692.26,29342.04,0.32607742878013146,early,False,True,True,True,False,True,3,,203774260141_R02C01 beta,0.0,,,
1259,hFB12,13.0,3,3,Control,Control_3,23.96,,Normal,18.0,Primary Human Fibroblast (breast),male,62.21,0.93,0.02,208.03,211.0,203784950019_R02C01,40.34,11.56,-12.26,22.2,39.17,5.25,-0.68,,0.635704802,343.06,1502538.65,679415.65,127.02,26439.48,19240.76,29624.47,0.350036523009496,mid,True,True,True,True,False,True,4,Sample_211,203784950019_R02C01 beta,0.0,-0.009871681460039083,0.3871220024210564,-0.6166561119922728
1262,hFB13,5.0,3,3,Control,Control_3,4.39,,Normal,18.0,Primary Human Fibroblast (breast),female,6.09,1.63,0.03,283.23,212.0,203784950052_R03C01,39.94,19.74,-15.86,11.72,51.43,5.57,-0.33,,0.644178817,411.33,1488257.17,697954.95,30.83,17697.07,28276.4,30827.49,0.05430479960415635,early,True,True,True,True,False,True,4,Sample_212,203784950052_R03C01 beta,1.0,-0.6241875670127782,0.14750583874782774,-0.3743165290835095
1263,hFB13,6.0,3,3,Control,Control_3,9.01,,Normal,18.0,Primary Human Fibroblast (breast),female,13.29,1.34,0.0,219.63,,203784950027_R05C01,38.62,20.42,-14.2,5.18,49.6,5.46,-0.65,,0.71420153,405.01,1491715.19,688701.71,-199.97,21545.14,27139.47,30939.03,0.11145472538347352,early,False,True,True,True,True,True,4,,203784950027_R05C01 beta,1.0,,,
1264,hFB13,7.0,3,3,Control,Control_3,13.64,,Normal,18.0,Primary Human Fibroblast (breast),female,20.5,1.42,0.03,229.43,213.0,203774260104_R02C01,37.0,19.98,-12.48,15.01,50.39,5.53,0.08,,0.663610154,396.21,1572428.76,696436.29,-80.53,22547.18,28151.71,31034.19,0.16872835230084116,early,True,True,True,True,True,True,5,Sample_213,203774260104_R02C01 beta,1.0,-0.8674597463398948,-0.09283165860160687,-0.0884926923491336
1265,hFB13,8.0,3,3,Control,Control_3,18.02,,Normal,18.0,Primary Human Fibroblast (breast),female,27.25,1.46,0.01,223.62,,203833030064_R02C01,43.3,20.42,-10.8,18.14,49.44,5.54,1.15,,0.72271561,394.86,1567356.52,680017.08,6.25,23213.19,24661.68,30975.13,0.22290945076694704,early,False,True,True,True,True,True,4,,203833030064_R02C01 beta,1.0,,,
1266,hFB13,9.0,3,3,Control,Control_3,22.27,,Normal,18.0,Primary Human Fibroblast (breast),female,34.17,1.61,0.02,197.16,214.0,203833030069_R07C01,47.84,22.32,-9.23,21.41,48.75,5.47,1.23,,0.665987388,406.11,1555029.32,685426.12,-54.96,28198.91,22055.66,30589.37,0.2754824344383968,early,True,True,True,True,True,True,5,Sample_214,203833030069_R07C01 beta,1.0,-0.6709789455488517,-0.09284670638556695,-0.11995967630054888
1267,hFB13,10.0,3,3,Control,Control_3,26.64,,Normal,18.0,Primary Human Fibroblast (breast),female,41.17,1.34,0.08,225.26,,203833030069_R04C01,51.8,23.19,-5.79,21.88,47.27,5.42,1.64,,0.618765402,397.59,1601671.97,680017.28,-33.52,26632.99,22731.77,30777.28,0.32953983176645224,early,False,True,True,True,True,True,4,,203833030069_R04C01 beta,1.0,,,
1268,hFB13,11.0,3,3,Control,Control_3,31.23,,Normal,18.0,Primary Human Fibroblast (breast),female,48.09,1.04,0.0,201.18,215.0,203784950092_R01C01,48.29,22.8,-6.26,18.45,47.88,5.44,2.07,,0.643432587,413.83,1512171.55,683976.65,-137.3,27065.61,20500.23,30822.49,0.386318654131618,mid,True,True,True,True,True,True,5,Sample_215,203784950092_R01C01 beta,1.0,-0.5463959341091474,0.006181911192931831,0.21398254598725797
1269,hFB13,12.0,3,3,Control,Control_3,35.99,,Normal,18.0,Primary Human Fibroblast (breast),female,55.34,1.17,0.0,205.22,,203833030065_R05C01,53.46,25.74,0.04,26.72,45.02,5.43,2.83,,0.616883443,395.75,1549175.5,672107.36,-44.71,27717.64,16790.08,30829.57,0.4452003958436418,mid,False,True,True,True,False,True,3,,203833030065_R05C01 beta,1.0,,,
1270,hFB13,13.0,3,3,Control,Control_3,40.58,,Normal,18.0,Primary Human Fibroblast (breast),female,62.21,1.09,0.01,201.13,216.0,203774260086_R04C01,51.54,26.2,-3.38,23.17,43.17,5.43,2.79,,0.557010696,396.64,1492001.47,661377.41,-56.77,30668.09,16883.4,30220.84,0.5019792182088075,mid,True,True,True,True,False,True,4,Sample_216,203774260086_R04C01 beta,1.0,-0.08471792647226478,0.2504343588571177,0.17773131439079892
1445,hFB12,3.0,4,21,Control,Control_21,0.0,,Normal,18.0,Primary Human Fibroblast (breast),male,0.0,1.21,0.01,318.09,,203774260113_R05C01,35.8,6.87,-24.08,15.08,43.88,5.47,-5.15,,0.650554078,347.85,1539009.88,658296.47,31.16,14740.38,32973.83,29359.91,0.0,early,False,True,True,True,False,True,3,,203774260113_R05C01 beta,0.0,,,
1446,hFB12,4.0,4,21,Control,Control_21,3.03,,Normal,18.0,Primary Human Fibroblast (breast),male,3.68,1.42,0.01,480.48,258.0,203774260088_R04C01,31.99,9.65,-21.77,11.9,44.99,5.46,-4.48,,0.660305724,359.24,1543351.16,679536.13,80.37,16000.63,29902.05,29510.92,0.04426588750913075,early,True,True,True,True,False,True,4,Sample_258,203774260088_R04C01 beta,0.0,-0.2282855476128073,-0.04004109513359282,-0.3215322825598425
1447,hFB12,5.0,4,21,Control,Control_21,6.5,,Normal,18.0,Primary Human Fibroblast (breast),male,8.71,1.34,0.05,369.16,259.0,203774260086_R05C01,35.76,9.1,-21.65,13.05,41.81,5.47,-4.44,,0.612203685,341.5,1499147.42,652935.42,3.03,15857.27,25374.49,29263.25,0.09495982468955441,early,True,True,True,True,False,True,4,Sample_259,203774260086_R05C01 beta,0.0,-0.2737581384229665,-0.17199775532013364,-0.06834421107731092
1448,hFB12,6.0,4,21,Control,Control_21,11.23,,Normal,18.0,Primary Human Fibroblast (breast),male,15.7,1.37,0.0,420.42,260.0,203774260024_R05C01,38.69,7.91,-20.03,19.19,40.96,5.49,-3.51,,0.659821531,346.88,1503283.16,643716.26,-76.24,19368.6,23837.19,29698.32,0.16406135865595325,early,True,True,True,True,False,True,4,Sample_260,203774260024_R05C01 beta,0.0,-0.20220365516490055,0.18858270946132774,-0.1327769453385659
1449,hFB12,7.0,4,21,Control,Control_21,15.66,,Normal,18.0,Primary Human Fibroblast (breast),male,22.76,1.23,0.04,414.57,261.0,203784950020_R04C01,43.32,10.32,-18.34,21.57,38.98,5.4,-1.97,,0.600073467,334.49,1494358.15,635695.75,41.26,21296.25,21233.03,29555.45,0.2287801314828342,early,True,True,True,True,False,True,4,Sample_261,203784950020_R04C01 beta,0.0,0.37720183581946587,0.10674035864121129,-0.10959734551174936
1450,hFB12,8.0,4,21,Control,Control_21,20.39,,Normal,18.0,Primary Human Fibroblast (breast),male,29.69,1.04,0.02,456.98,,203784950045_R01C01,46.12,10.3,-12.47,22.36,39.31,5.44,-2.9,,0.664851387,330.2,1549174.49,638655.81,75.23,24443.03,18902.82,30085.06,0.297881665449233,early,False,True,True,True,False,True,3,,203784950045_R01C01 beta,0.0,,,
1451,hFB12,9.0,4,21,Control,Control_21,24.76,,Normal,18.0,Primary Human Fibroblast (breast),male,36.73,1.08,0.03,448.98,,203774260128_R06C01,46.8,11.45,-12.24,23.57,39.29,5.44,-2.96,,0.602553166,326.41,1499364.46,638729.6,21.98,24259.29,22058.17,29585.26,0.3617238860482104,mid,False,True,True,True,False,True,3,,203774260128_R06C01 beta,0.0,,,
1452,hFB12,10.0,4,21,Control,Control_21,28.82,,Normal,18.0,Primary Human Fibroblast (breast),male,43.79,0.92,0.0,492.37,,203774260024_R06C01,40.25,11.98,-15.45,20.78,39.6,5.39,-2.26,,0.646232638,335.78,1485546.11,653405.07,10.68,27389.63,16145.49,29746.64,0.4210372534696859,mid,False,True,True,True,False,True,3,,203774260024_R06C01 beta,0.0,,,
